host_epoch	tp_offset_ns	quant_err_ns	fix_type	num_sv	survey_valid
1783405821.142483940	NaN	-1.08	NaN	NaN	NaN
1783405821.147703491	NaN	NaN	NaN	21	NaN
1783405822.148333477	NaN	-0.804	NaN	NaN	NaN
1783405822.153515716	NaN	NaN	NaN	20	NaN
1783405823.142827107	NaN	0.124	NaN	NaN	NaN
1783405823.148176154	NaN	NaN	NaN	20	NaN
1783405824.152823983	NaN	0.619	NaN	NaN	NaN
1783405824.158132804	NaN	NaN	NaN	19	NaN
1783405825.146099434	NaN	0.888	NaN	NaN	NaN
1783405825.151276617	NaN	NaN	NaN	18	NaN
1783405826.140561670	NaN	0.465	NaN	NaN	NaN
1783405826.145801891	NaN	NaN	NaN	19	NaN
1783405827.146663277	NaN	0.979	NaN	NaN	NaN
1783405827.151853241	NaN	NaN	NaN	19	NaN
1783405828.143832063	NaN	1.107	NaN	NaN	NaN
1783405828.149077556	NaN	NaN	NaN	19	NaN
1783405829.146182635	NaN	1.966	NaN	NaN	NaN
1783405829.151372935	NaN	NaN	NaN	19	NaN
1783405830.148101320	NaN	2.076	NaN	NaN	NaN
1783405830.153248349	NaN	NaN	NaN	17	NaN
1783405831.149922786	NaN	3.142	NaN	NaN	NaN
1783405831.155098501	NaN	NaN	NaN	17	NaN
1783405832.150608486	NaN	-3.778	NaN	NaN	NaN
1783405832.155809486	NaN	NaN	NaN	18	NaN
1783405833.146209765	NaN	-2.812	NaN	NaN	NaN
1783405833.151364627	NaN	NaN	NaN	19	NaN
1783405834.144116475	NaN	-1.835	NaN	NaN	NaN
1783405834.149329473	NaN	NaN	NaN	17	NaN
1783405835.174807850	NaN	-0.606	NaN	NaN	NaN
1783405835.180003872	NaN	NaN	NaN	18	NaN
1783405836.168811683	NaN	0.704	NaN	NaN	NaN
1783405836.174024200	NaN	NaN	NaN	20	NaN
1783405837.156735738	NaN	2.719	NaN	NaN	NaN
1783405837.161853981	NaN	NaN	NaN	19	NaN
1783405838.170810921	NaN	-3.564	NaN	NaN	NaN
1783405838.176077475	NaN	NaN	NaN	18	NaN
1783405839.145050227	NaN	-2.528	NaN	NaN	NaN
1783405839.150195679	NaN	NaN	NaN	18	NaN
1783405840.166749722	NaN	-0.937	NaN	NaN	NaN
1783405840.171901309	NaN	NaN	NaN	19	NaN
1783405841.144051066	NaN	1.03	NaN	NaN	NaN
1783405841.151289641	NaN	NaN	NaN	19	NaN
1783405842.168828104	NaN	2.774	NaN	NaN	NaN
1783405842.174067258	NaN	NaN	NaN	18	NaN
1783405843.141822147	NaN	-2.632	NaN	NaN	NaN
1783405843.147034063	NaN	NaN	NaN	19	NaN
1783405844.153851190	NaN	-0.357	NaN	NaN	NaN
1783405844.159065552	NaN	NaN	NaN	17	NaN
1783405845.148257189	NaN	2.166	NaN	NaN	NaN
1783405845.153524592	NaN	NaN	NaN	20	NaN
1783405846.164767403	NaN	-3.573	NaN	NaN	NaN
1783405846.169919481	NaN	NaN	NaN	19	NaN
1783405847.140389763	NaN	-0.705	NaN	NaN	NaN
1783405847.145560317	NaN	NaN	NaN	21	NaN
1783405848.143317868	NaN	1.971	NaN	NaN	NaN
1783405848.148628700	NaN	NaN	NaN	21	NaN
1783405849.150667418	NaN	-2.478	NaN	NaN	NaN
1783405849.155891482	NaN	NaN	NaN	20	NaN
1783405850.155006624	NaN	0.704	NaN	NaN	NaN
1783405850.160284063	NaN	NaN	NaN	18	NaN
1783405851.149863777	NaN	-3.447	NaN	NaN	NaN
1783405851.155090259	NaN	NaN	NaN	17	NaN
1783405852.149784536	NaN	0.817	NaN	NaN	NaN
1783405852.155025203	NaN	NaN	NaN	19	NaN
1783405853.182256544	NaN	-3.307	NaN	NaN	NaN
1783405853.187483301	NaN	NaN	NaN	19	NaN
1783405854.181021987	NaN	0.626	NaN	NaN	NaN
1783405854.186213599	NaN	NaN	NaN	21	NaN
1783405855.160732459	NaN	-2.796	NaN	NaN	NaN
1783405855.165900043	NaN	NaN	NaN	22	NaN
1783405856.141122578	NaN	2.038	NaN	NaN	NaN
1783405856.146387531	NaN	NaN	NaN	22	NaN
1783405857.150958762	NaN	-1.561	NaN	NaN	NaN
1783405857.156151556	NaN	NaN	NaN	19	NaN
1783405858.150260927	NaN	3.431	NaN	NaN	NaN
1783405858.155402809	NaN	NaN	NaN	20	NaN
1783405859.148904596	NaN	0.869	NaN	NaN	NaN
1783405859.154079063	NaN	NaN	NaN	22	NaN
1783405860.138940288	NaN	-1.769	NaN	NaN	NaN
1783405860.144190117	NaN	NaN	NaN	21	NaN
1783405861.142563654	NaN	3.214	NaN	NaN	NaN
1783405861.147788769	NaN	NaN	NaN	19	NaN
1783405862.172186996	NaN	1.018	NaN	NaN	NaN
1783405862.177357984	NaN	NaN	NaN	20	NaN
1783405863.160738375	NaN	-0.747	NaN	NaN	NaN
1783405863.166072569	NaN	NaN	NaN	15	NaN
1783405864.142798117	NaN	-2.853	NaN	NaN	NaN
1783405864.148153314	NaN	NaN	NaN	10	NaN
1783405865.141143364	NaN	3.383	NaN	NaN	NaN
1783405865.146477268	NaN	NaN	NaN	13	NaN
1783405866.145262797	NaN	1.588	NaN	NaN	NaN
1783405866.150539220	NaN	NaN	NaN	12	NaN
1783405867.144030486	NaN	0.131	NaN	NaN	NaN
1783405867.149252708	NaN	NaN	NaN	10	NaN
1783405868.153313107	NaN	-1.533	NaN	NaN	NaN
1783405868.158496865	NaN	NaN	NaN	11	NaN
1783405869.144578882	NaN	-2.527	NaN	NaN	NaN
1783405869.149911072	NaN	NaN	NaN	20	NaN
1783405870.177107284	NaN	-3.021	NaN	NaN	NaN
1783405870.182324880	NaN	NaN	NaN	20	NaN
1783405871.180297886	NaN	-3.658	NaN	NaN	NaN
1783405871.185900477	NaN	NaN	NaN	20	NaN
1783405872.149883816	NaN	3.53	NaN	NaN	NaN
1783405872.155090748	NaN	NaN	NaN	19	NaN
1783405873.142692224	NaN	2.83	NaN	NaN	NaN
1783405873.147936215	NaN	NaN	NaN	8	NaN
1783405874.152850286	NaN	2.388	NaN	NaN	NaN
1783405874.158066934	NaN	NaN	NaN	10	NaN
1783405875.182816585	NaN	1.522	NaN	NaN	NaN
1783405875.188040186	NaN	NaN	NaN	11	NaN
1783405876.192927580	NaN	1.216	NaN	NaN	NaN
1783405876.198321098	NaN	NaN	NaN	9	NaN
1783405877.142772856	NaN	0.526	NaN	NaN	NaN
1783405877.148098020	NaN	NaN	NaN	11	NaN
1783405878.172812058	NaN	0.702	NaN	NaN	NaN
1783405878.178025371	NaN	NaN	NaN	10	NaN
1783405879.150613245	NaN	1.492	NaN	NaN	NaN
1783405879.155811804	NaN	NaN	NaN	21	NaN
1783405880.178788588	NaN	1.667	NaN	NaN	NaN
1783405880.184054287	NaN	NaN	NaN	21	NaN
1783405881.145764931	NaN	2.571	NaN	NaN	NaN
1783405881.151067719	NaN	NaN	NaN	20	NaN
1783405882.176262160	NaN	3.503	NaN	NaN	NaN
1783405882.181407184	NaN	NaN	NaN	20	NaN
1783405883.142861013	NaN	-3.521	NaN	NaN	NaN
1783405883.148114804	NaN	NaN	NaN	22	NaN
1783405884.174208500	NaN	-2.131	NaN	NaN	NaN
1783405884.179478596	NaN	NaN	NaN	22	NaN
1783405885.165236894	NaN	-1.313	NaN	NaN	NaN
1783405885.170376531	NaN	NaN	NaN	22	NaN
1783405886.173342227	NaN	0.329	NaN	NaN	NaN
1783405886.178729647	NaN	NaN	NaN	23	NaN
1783405887.149991051	NaN	1.889	NaN	NaN	NaN
1783405887.155273282	NaN	NaN	NaN	22	NaN
1783405888.176667113	NaN	-3.606	NaN	NaN	NaN
1783405888.182523839	NaN	NaN	NaN	20	NaN
1783405889.151798250	NaN	-1.522	NaN	NaN	NaN
1783405889.157058522	NaN	NaN	NaN	21	NaN
1783405890.179791240	NaN	1.09	NaN	NaN	NaN
1783405890.185215802	NaN	NaN	NaN	23	NaN
1783405891.150219026	NaN	3.027	NaN	NaN	NaN
1783405891.155432082	NaN	NaN	NaN	23	NaN
1783405892.171966165	NaN	-2.602	NaN	NaN	NaN
1783405892.177146509	NaN	NaN	NaN	22	NaN
1783405893.146327542	NaN	0.037	NaN	NaN	NaN
1783405893.151537174	NaN	NaN	NaN	21	NaN
1783405894.177306565	NaN	3.716	NaN	NaN	NaN
1783405894.182670129	NaN	NaN	NaN	22	NaN
1783405895.149160998	NaN	-1.042	NaN	NaN	NaN
1783405895.154323729	NaN	NaN	NaN	22	NaN
1783405896.193815608	NaN	1.151	NaN	NaN	NaN
1783405896.199166243	NaN	NaN	NaN	21	NaN
1783405897.144880673	NaN	-3.916	NaN	NaN	NaN
1783405897.150135922	NaN	NaN	NaN	21	NaN
1783405898.169856744	NaN	-1.434	NaN	NaN	NaN
1783405898.175079748	NaN	NaN	NaN	20	NaN
1783405899.141075924	NaN	1.685	NaN	NaN	NaN
1783405899.146203677	NaN	NaN	NaN	20	NaN
1783405900.142798066	NaN	-2.34	NaN	NaN	NaN
1783405900.147980277	NaN	NaN	NaN	19	NaN
1783405901.135375772	NaN	0.714	NaN	NaN	NaN
1783405901.140558906	NaN	NaN	NaN	18	NaN
1783405902.162881697	NaN	-3.639	NaN	NaN	NaN
1783405902.168203850	NaN	NaN	NaN	18	NaN
1783405903.166745942	NaN	-0.229	NaN	NaN	NaN
1783405903.171903135	NaN	NaN	NaN	19	NaN
1783405904.144213764	NaN	3.173	NaN	NaN	NaN
1783405904.149380144	NaN	NaN	NaN	19	NaN
1783405905.174894818	NaN	-1.526	NaN	NaN	NaN
1783405905.180117842	NaN	NaN	NaN	20	NaN
1783405906.144618085	NaN	1.286	NaN	NaN	NaN
1783405906.149792920	NaN	NaN	NaN	17	NaN
1783405907.164227409	NaN	-3.674	NaN	NaN	NaN
1783405907.169412053	NaN	NaN	NaN	20	NaN
1783405908.146192125	NaN	-0.215	NaN	NaN	NaN
1783405908.151582383	NaN	NaN	NaN	20	NaN
1783405909.146156681	NaN	2.95	NaN	NaN	NaN
1783405909.151423451	NaN	NaN	NaN	19	NaN
1783405910.145171256	NaN	-2.006	NaN	NaN	NaN
1783405910.150470396	NaN	NaN	NaN	19	NaN
1783405911.160001792	NaN	0.739	NaN	NaN	NaN
1783405911.165227099	NaN	NaN	NaN	20	NaN
1783405912.144575855	NaN	-3.149	NaN	NaN	NaN
1783405912.149811901	NaN	NaN	NaN	18	NaN
1783405913.155957157	NaN	0.583	NaN	NaN	NaN
1783405913.161112888	NaN	NaN	NaN	20	NaN
1783405914.146158859	NaN	-3.426	NaN	NaN	NaN
1783405914.151401813	NaN	NaN	NaN	19	NaN
1783405915.106039776	NaN	1.138	NaN	NaN	NaN
1783405915.111380493	NaN	NaN	NaN	18	NaN
1783405916.143845700	NaN	-2.725	NaN	NaN	NaN
1783405916.149065637	NaN	NaN	NaN	21	NaN
1783405917.160435019	NaN	1.534	NaN	NaN	NaN
1783405917.165628476	NaN	NaN	NaN	22	NaN
1783405918.144528381	NaN	-1.672	NaN	NaN	NaN
1783405918.149892908	NaN	NaN	NaN	20	NaN
1783405919.171649001	NaN	2.259	NaN	NaN	NaN
1783405919.176887378	NaN	NaN	NaN	20	NaN
1783405920.142668181	NaN	-1.453	NaN	NaN	NaN
1783405920.147880796	NaN	NaN	NaN	19	NaN
1783405921.154713865	NaN	2.717	NaN	NaN	NaN
1783405921.159824723	NaN	NaN	NaN	17	NaN
1783405922.153781269	NaN	-0.146	NaN	NaN	NaN
1783405922.158928369	NaN	NaN	NaN	19	NaN
1783405923.159006485	NaN	-3.148	NaN	NaN	NaN
1783405923.164249358	NaN	NaN	NaN	19	NaN
1783405924.141813623	NaN	0.674	NaN	NaN	NaN
1783405924.147052814	NaN	NaN	NaN	18	NaN
1783405925.154892033	NaN	-2.558	NaN	NaN	NaN
1783405925.160163525	NaN	NaN	NaN	19	NaN
1783405926.144664693	NaN	2.281	NaN	NaN	NaN
1783405926.149977036	NaN	NaN	NaN	11	NaN
1783405927.169321543	NaN	-0.957	NaN	NaN	NaN
1783405927.174445053	NaN	NaN	NaN	9	NaN
1783405928.143815708	NaN	-3.53	NaN	NaN	NaN
1783405928.149025297	NaN	NaN	NaN	19	NaN
1783405929.107375848	NaN	1.111	NaN	NaN	NaN
1783405929.112829527	NaN	NaN	NaN	18	NaN
1783405930.149862477	NaN	-0.937	NaN	NaN	NaN
1783405930.155171377	NaN	NaN	NaN	21	NaN
1783405931.164145776	NaN	-3.107	NaN	NaN	NaN
1783405931.169342192	NaN	NaN	NaN	20	NaN
1783405932.148003216	NaN	2.137	NaN	NaN	NaN
1783405932.153210022	NaN	NaN	NaN	20	NaN
1783405933.164880725	NaN	-0.647	NaN	NaN	NaN
1783405933.170150622	NaN	NaN	NaN	20	NaN
1783405934.142914771	NaN	-3.163	NaN	NaN	NaN
1783405934.148151874	NaN	NaN	NaN	20	NaN
1783405935.120588001	NaN	2.568	NaN	NaN	NaN
1783405935.126024172	NaN	NaN	NaN	22	NaN
1783405936.150037209	NaN	0.552	NaN	NaN	NaN
1783405936.155512006	NaN	NaN	NaN	22	NaN
1783405937.171064571	NaN	-1.453	NaN	NaN	NaN
1783405937.176212828	NaN	NaN	NaN	21	NaN
1783405938.155308367	NaN	-3.019	NaN	NaN	NaN
1783405938.161049184	NaN	NaN	NaN	20	NaN
1783405939.184549110	NaN	3.095	NaN	NaN	NaN
1783405939.189805469	NaN	NaN	NaN	21	NaN
1783405940.110326541	NaN	1.268	NaN	NaN	NaN
1783405940.115701610	NaN	NaN	NaN	19	NaN
1783405941.158164146	NaN	-1.211	NaN	NaN	NaN
1783405941.163395997	NaN	NaN	NaN	23	NaN
1783405942.090295729	NaN	-3.506	NaN	NaN	NaN
1783405942.095416664	NaN	NaN	NaN	22	NaN
1783405943.163241245	NaN	2.949	NaN	NaN	NaN
1783405943.168462118	NaN	NaN	NaN	21	NaN
1783405944.143056614	NaN	2.436	NaN	NaN	NaN
1783405944.148208086	NaN	NaN	NaN	23	NaN
1783405945.114241035	NaN	0.937	NaN	NaN	NaN
1783405945.119618637	NaN	NaN	NaN	21	NaN
1783405946.143726351	NaN	-1.009	NaN	NaN	NaN
1783405946.148889675	NaN	NaN	NaN	20	NaN
1783405947.162014513	NaN	-1.801	NaN	NaN	NaN
1783405947.167142309	NaN	NaN	NaN	19	NaN
1783405948.137235788	NaN	-1.869	NaN	NaN	NaN
1783405948.142386981	NaN	NaN	NaN	20	NaN
1783405949.150866167	NaN	-2.8	NaN	NaN	NaN
1783405949.156124071	NaN	NaN	NaN	19	NaN
1783405950.138092071	NaN	-3.527	NaN	NaN	NaN
1783405950.143250353	NaN	NaN	NaN	20	NaN
1783405951.120489589	NaN	3.341	NaN	NaN	NaN
1783405951.125881846	NaN	NaN	NaN	20	NaN
1783405952.188781235	NaN	2.377	NaN	NaN	NaN
1783405952.194044343	NaN	NaN	NaN	21	NaN
1783405953.150887353	NaN	1.54	NaN	NaN	NaN
1783405953.156115474	NaN	NaN	NaN	19	NaN
1783405954.154758847	NaN	1.304	NaN	NaN	NaN
1783405954.159918052	NaN	NaN	NaN	19	NaN
1783405955.143155630	NaN	0.937	NaN	NaN	NaN
1783405955.148359657	NaN	NaN	NaN	18	NaN
1783405956.169738128	NaN	0.814	NaN	NaN	NaN
1783405956.174921554	NaN	NaN	NaN	18	NaN
1783405957.141715697	NaN	0.727	NaN	NaN	NaN
1783405957.146884517	NaN	NaN	NaN	18	NaN
1783405958.166197129	NaN	0.931	NaN	NaN	NaN
1783405958.171419830	NaN	NaN	NaN	19	NaN
1783405959.097332298	NaN	1.306	NaN	NaN	NaN
1783405959.102493239	NaN	NaN	NaN	19	NaN
1783405960.162901760	NaN	2.111	NaN	NaN	NaN
1783405960.168137922	NaN	NaN	NaN	19	NaN
1783405961.138531784	NaN	3.053	NaN	NaN	NaN
1783405961.143707817	NaN	NaN	NaN	21	NaN
1783405962.162966318	NaN	3.707	NaN	NaN	NaN
1783405962.168226484	NaN	NaN	NaN	19	NaN
1783405963.091009331	NaN	-3.006	NaN	NaN	NaN
1783405963.096201266	NaN	NaN	NaN	19	NaN
1783405964.171391064	NaN	-1.964	NaN	NaN	NaN
1783405964.176619575	NaN	NaN	NaN	20	NaN
1783405965.088251162	NaN	-0.511	NaN	NaN	NaN
1783405965.093784023	NaN	NaN	NaN	17	NaN
1783405966.137113371	NaN	0.732	NaN	NaN	NaN
1783405966.142317141	NaN	NaN	NaN	16	NaN
1783405967.140721599	NaN	2.168	NaN	NaN	NaN
1783405967.145964150	NaN	NaN	NaN	17	NaN
1783405968.143684493	NaN	3.628	NaN	NaN	NaN
1783405968.149162288	NaN	NaN	NaN	18	NaN
1783405969.146934947	NaN	-2.722	NaN	NaN	NaN
1783405969.152223191	NaN	NaN	NaN	19	NaN
1783405970.143846945	NaN	-1.259	NaN	NaN	NaN
1783405970.149091534	NaN	NaN	NaN	18	NaN
1783405971.164580126	NaN	0.202	NaN	NaN	NaN
1783405971.169773588	NaN	NaN	NaN	18	NaN
1783405972.167057758	NaN	2.017	NaN	NaN	NaN
1783405972.172272906	NaN	NaN	NaN	20	NaN
1783405973.141171359	NaN	3.646	NaN	NaN	NaN
1783405973.146367032	NaN	NaN	NaN	20	NaN
1783405974.164174525	NaN	-2.095	NaN	NaN	NaN
1783405974.169398261	NaN	NaN	NaN	20	NaN
1783405975.141872775	NaN	-0.763	NaN	NaN	NaN
1783405975.147134823	NaN	NaN	NaN	20	NaN
1783405976.189753039	NaN	1.357	NaN	NaN	NaN
1783405976.195043759	NaN	NaN	NaN	20	NaN
1783405977.140708354	NaN	3.144	NaN	NaN	NaN
1783405977.145870601	NaN	NaN	NaN	22	NaN
1783405978.165780412	NaN	-2.931	NaN	NaN	NaN
1783405978.171058260	NaN	NaN	NaN	22	NaN
1783405979.141745176	NaN	-0.632	NaN	NaN	NaN
1783405979.147159522	NaN	NaN	NaN	22	NaN
1783405980.170561522	NaN	1.887	NaN	NaN	NaN
1783405980.177254280	NaN	NaN	NaN	20	NaN
1783405981.141213414	NaN	-3.94	NaN	NaN	NaN
1783405981.146362876	NaN	NaN	NaN	20	NaN
1783405982.173402001	NaN	-1.373	NaN	NaN	NaN
1783405982.178571742	NaN	NaN	NaN	20	NaN
1783405983.143785738	NaN	1.583	NaN	NaN	NaN
1783405983.148976103	NaN	NaN	NaN	20	NaN
1783405984.127110660	NaN	3.494	NaN	NaN	NaN
1783405984.132251685	NaN	NaN	NaN	20	NaN
1783405985.142005522	NaN	-2.531	NaN	NaN	NaN
1783405985.147176740	NaN	NaN	NaN	20	NaN
1783405986.171106516	NaN	-0.231	NaN	NaN	NaN
1783405986.176407740	NaN	NaN	NaN	20	NaN
1783405987.148858377	NaN	1.893	NaN	NaN	NaN
1783405987.154084402	NaN	NaN	NaN	19	NaN
1783405988.169197578	NaN	-2.907	NaN	NaN	NaN
1783405988.174529785	NaN	NaN	NaN	19	NaN
1783405989.145829306	NaN	-0.587	NaN	NaN	NaN
1783405989.151029782	NaN	NaN	NaN	20	NaN
1783405990.141161318	NaN	2.514	NaN	NaN	NaN
1783405990.146403923	NaN	NaN	NaN	21	NaN
1783405991.155897005	NaN	-2.378	NaN	NaN	NaN
1783405991.161130452	NaN	NaN	NaN	20	NaN
1783405992.143745240	NaN	0.756	NaN	NaN	NaN
1783405992.148936899	NaN	NaN	NaN	22	NaN
1783405993.142623074	NaN	3.451	NaN	NaN	NaN
1783405993.147976403	NaN	NaN	NaN	21	NaN
1783405994.144442296	NaN	-1.655	NaN	NaN	NaN
1783405994.149679522	NaN	NaN	NaN	20	NaN
1783405995.141481083	NaN	0.704	NaN	NaN	NaN
1783405995.146716116	NaN	NaN	NaN	21	NaN
1783405996.142561214	NaN	-3.906	NaN	NaN	NaN
1783405996.147793074	NaN	NaN	NaN	19	NaN
1783405997.088209851	NaN	-0.999	NaN	NaN	NaN
1783405997.093378650	NaN	NaN	NaN	19	NaN
1783405998.134804546	NaN	1.291	NaN	NaN	NaN
1783405998.140034076	NaN	NaN	NaN	19	NaN
1783405999.153718229	NaN	-3.816	NaN	NaN	NaN
1783405999.158906898	NaN	NaN	NaN	21	NaN
1783406000.149036143	NaN	-0.424	NaN	NaN	NaN
1783406000.154237069	NaN	NaN	NaN	20	NaN
1783406001.144572202	NaN	2.698	NaN	NaN	NaN
1783406001.149862227	NaN	NaN	NaN	21	NaN
1783406002.148997342	NaN	-1.685	NaN	NaN	NaN
1783406002.154198030	NaN	NaN	NaN	21	NaN
1783406003.148616897	NaN	2.363	NaN	NaN	NaN
1783406003.153806519	NaN	NaN	NaN	20	NaN
1783406004.155132088	NaN	-1.865	NaN	NaN	NaN
1783406004.160403544	NaN	NaN	NaN	22	NaN
1783406005.142593400	NaN	2.382	NaN	NaN	NaN
1783406005.147768269	NaN	NaN	NaN	22	NaN
1783406006.133736734	NaN	-1.325	NaN	NaN	NaN
1783406006.138885830	NaN	NaN	NaN	19	NaN
1783406007.146225085	NaN	2.933	NaN	NaN	NaN
1783406007.151353157	NaN	NaN	NaN	20	NaN
1783406008.144579964	NaN	-1.083	NaN	NaN	NaN
1783406008.149799481	NaN	NaN	NaN	20	NaN
1783406009.094178362	NaN	2.553	NaN	NaN	NaN
1783406009.099378177	NaN	NaN	NaN	21	NaN
1783406010.144111836	NaN	-1.345	NaN	NaN	NaN
1783406010.149287436	NaN	NaN	NaN	20	NaN
1783406011.142904933	NaN	2.393	NaN	NaN	NaN
1783406011.148150096	NaN	NaN	NaN	20	NaN
1783406012.094281441	NaN	-1.634	NaN	NaN	NaN
1783406012.099447835	NaN	NaN	NaN	20	NaN
1783406013.144120725	NaN	2.67	NaN	NaN	NaN
1783406013.149284619	NaN	NaN	NaN	20	NaN
1783406014.142214571	NaN	-0.972	NaN	NaN	NaN
1783406014.147355580	NaN	NaN	NaN	20	NaN
1783406015.097409215	NaN	3.033	NaN	NaN	NaN
1783406015.102810241	NaN	NaN	NaN	20	NaN
1783406016.145106747	NaN	-0.402	NaN	NaN	NaN
1783406016.150284068	NaN	NaN	NaN	20	NaN
1783406017.149728917	NaN	-3.78	NaN	NaN	NaN
1783406017.155206402	NaN	NaN	NaN	18	NaN
1783406018.098879400	NaN	0.82	NaN	NaN	NaN
1783406018.104065462	NaN	NaN	NaN	18	NaN
1783406019.144677606	NaN	-2.597	NaN	NaN	NaN
1783406019.149999572	NaN	NaN	NaN	18	NaN
1783406020.094068722	NaN	1.792	NaN	NaN	NaN
1783406020.099261246	NaN	NaN	NaN	19	NaN
1783406021.089039447	NaN	-1.33	NaN	NaN	NaN
1783406021.094437239	NaN	NaN	NaN	20	NaN
1783406022.135210211	NaN	3.204	NaN	NaN	NaN
1783406022.140456681	NaN	NaN	NaN	20	NaN
1783406023.140737543	NaN	0.336	NaN	NaN	NaN
1783406023.145849809	NaN	NaN	NaN	19	NaN
1783406024.089313514	NaN	-2.311	NaN	NaN	NaN
1783406024.094505950	NaN	NaN	NaN	20	NaN
1783406025.141458800	NaN	3.056	NaN	NaN	NaN
1783406025.146711912	NaN	NaN	NaN	17	NaN
1783406026.089384134	NaN	0.512	NaN	NaN	NaN
1783406026.094619620	NaN	NaN	NaN	20	NaN
1783406027.139227554	NaN	-2.057	NaN	NaN	NaN
1783406027.144370832	NaN	NaN	NaN	20	NaN
1783406028.149878010	NaN	3.144	NaN	NaN	NaN
1783406028.155143824	NaN	NaN	NaN	20	NaN
1783406029.099111784	NaN	1.308	NaN	NaN	NaN
1783406029.104484155	NaN	NaN	NaN	21	NaN
1783406030.139595090	NaN	-0.716	NaN	NaN	NaN
1783406030.144897201	NaN	NaN	NaN	20	NaN
1783406031.090369067	NaN	-3.459	NaN	NaN	NaN
1783406031.095775032	NaN	NaN	NaN	18	NaN
1783406032.140798881	NaN	2.216	NaN	NaN	NaN
1783406032.146016126	NaN	NaN	NaN	19	NaN
1783406033.139592494	NaN	0.229	NaN	NaN	NaN
1783406033.144821138	NaN	NaN	NaN	20	NaN
1783406034.098909168	NaN	-1.927	NaN	NaN	NaN
1783406034.104216824	NaN	NaN	NaN	19	NaN
