host_epoch	tp_offset_ns	quant_err_ns	fix_type	num_sv	survey_valid
1700000038.000	NaN	NaN	NaN	11	NaN
1700000038.000	NaN	NaN	3	NaN	NaN
1700000039.000	NaN	NaN	NaN	12	NaN
1700000039.000	NaN	NaN	3	NaN	NaN
1700000040.000	NaN	NaN	NaN	10	NaN
1700000040.000	NaN	NaN	3	NaN	NaN
1700000041.000	NaN	NaN	NaN	13	NaN
1700000041.000	NaN	NaN	3	NaN	NaN
1700000042.000	NaN	NaN	NaN	12	NaN
1700000042.000	NaN	NaN	3	NaN	NaN
1700000043.000	NaN	NaN	NaN	9	NaN
1700000043.000	NaN	NaN	3	NaN	NaN
1700000044.000	NaN	NaN	NaN	10	NaN
1700000044.000	NaN	NaN	3	NaN	NaN
1700000045.000	NaN	NaN	NaN	12	NaN
1700000045.000	NaN	NaN	3	NaN	NaN
1700000046.000	NaN	NaN	NaN	12	NaN
1700000046.000	NaN	NaN	3	NaN	NaN
1700000047.000	NaN	NaN	NaN	13	NaN
1700000047.000	NaN	NaN	3	NaN	NaN
1700000048.000	NaN	NaN	NaN	11	NaN
1700000048.000	NaN	NaN	3	NaN	NaN
1700000049.000	NaN	NaN	NaN	12	NaN
1700000049.000	NaN	NaN	3	NaN	NaN
1700000050.000	NaN	NaN	NaN	12	NaN
1700000050.000	NaN	NaN	3	NaN	NaN
1700000051.000	NaN	NaN	NaN	10	NaN
1700000051.000	NaN	NaN	3	NaN	NaN
1700000052.000	NaN	NaN	NaN	11	NaN
1700000052.000	NaN	NaN	3	NaN	NaN
1700000053.000	NaN	NaN	NaN	13	NaN
1700000053.000	NaN	NaN	3	NaN	NaN
1700000054.000	NaN	NaN	NaN	12	NaN
1700000054.000	NaN	NaN	3	NaN	NaN
1700000055.000	NaN	NaN	NaN	11	NaN
1700000055.000	NaN	NaN	3	NaN	NaN
1700000056.000	NaN	NaN	NaN	11	NaN
1700000056.000	NaN	NaN	3	NaN	NaN
1700000057.000	NaN	NaN	NaN	9	NaN
1700000057.000	NaN	NaN	3	NaN	NaN
1700000058.000	NaN	NaN	NaN	10	NaN
1700000058.000	NaN	NaN	3	NaN	NaN
1700000059.000	NaN	NaN	NaN	12	NaN
1700000059.000	NaN	NaN	3	NaN	NaN
1700000060.000	NaN	NaN	NaN	11	NaN
1700000060.000	NaN	NaN	3	NaN	NaN
1700000061.000	NaN	NaN	NaN	10	NaN
1700000061.000	NaN	NaN	3	NaN	NaN
1700000062.000	NaN	NaN	NaN	11	NaN
1700000062.000	NaN	NaN	3	NaN	NaN
1700000063.000	NaN	NaN	NaN	12	NaN
1700000063.000	NaN	NaN	3	NaN	NaN
1700000064.000	NaN	NaN	NaN	12	NaN
1700000064.000	NaN	NaN	3	NaN	NaN
1700000065.000	NaN	NaN	NaN	10	NaN
1700000065.000	NaN	NaN	3	NaN	NaN
1700000066.000	NaN	NaN	NaN	11	NaN
1700000066.000	NaN	NaN	3	NaN	NaN
1700000067.000	NaN	NaN	NaN	11	NaN
1700000067.000	NaN	NaN	3	NaN	NaN
1700000068.000	NaN	NaN	NaN	12	NaN
1700000068.000	NaN	NaN	3	NaN	NaN
1700000069.000	NaN	NaN	NaN	11	NaN
1700000069.000	NaN	NaN	3	NaN	NaN
1700000070.000	NaN	NaN	NaN	11	NaN
1700000070.000	NaN	NaN	3	NaN	NaN
1700000071.000	NaN	NaN	NaN	11	NaN
1700000071.000	NaN	NaN	3	NaN	NaN
1700000072.000	NaN	NaN	NaN	9	NaN
1700000072.000	NaN	NaN	3	NaN	NaN
1700000073.000	NaN	NaN	NaN	9	NaN
1700000073.000	NaN	NaN	3	NaN	NaN
1700000074.000	NaN	NaN	NaN	12	NaN
1700000074.000	NaN	NaN	3	NaN	NaN
1700000075.000	NaN	NaN	NaN	13	NaN
1700000075.000	NaN	NaN	3	NaN	NaN
1700000076.000	NaN	NaN	NaN	11	NaN
1700000076.000	NaN	NaN	3	NaN	NaN
1700000077.000	NaN	NaN	NaN	11	NaN
1700000077.000	NaN	NaN	3	NaN	NaN
1700000078.000	NaN	NaN	NaN	10	NaN
1700000078.000	NaN	NaN	3	NaN	NaN
1700000079.000	NaN	NaN	NaN	11	NaN
1700000079.000	NaN	NaN	3	NaN	NaN
1700000080.000	NaN	NaN	NaN	13	NaN
1700000080.000	NaN	NaN	3	NaN	NaN
1700000081.000	NaN	NaN	NaN	12	NaN
1700000081.000	NaN	NaN	3	NaN	NaN
1700000082.000	NaN	NaN	NaN	11	NaN
1700000082.000	NaN	NaN	3	NaN	NaN
1700000083.000	NaN	NaN	NaN	12	NaN
1700000083.000	NaN	NaN	3	NaN	NaN
1700000084.000	NaN	NaN	NaN	10	NaN
1700000084.000	NaN	NaN	3	NaN	NaN
1700000085.000	NaN	NaN	NaN	11	NaN
1700000085.000	NaN	NaN	3	NaN	NaN
1700000086.000	NaN	NaN	NaN	13	NaN
1700000086.000	NaN	NaN	3	NaN	NaN
1700000087.000	NaN	NaN	NaN	11	NaN
1700000087.000	NaN	NaN	3	NaN	NaN
1700000088.000	NaN	NaN	NaN	11	NaN
1700000088.000	NaN	NaN	3	NaN	NaN
1700000089.000	NaN	NaN	NaN	10	NaN
1700000089.000	NaN	NaN	3	NaN	NaN
1700000090.000	NaN	NaN	NaN	11	NaN
1700000090.000	NaN	NaN	3	NaN	NaN
1700000091.000	NaN	NaN	NaN	13	NaN
1700000091.000	NaN	NaN	3	NaN	NaN
1700000092.000	NaN	NaN	NaN	9	NaN
1700000092.000	NaN	NaN	3	NaN	NaN
1700000093.000	NaN	NaN	NaN	12	NaN
1700000093.000	NaN	NaN	3	NaN	NaN
1700000094.000	NaN	NaN	NaN	12	NaN
1700000094.000	NaN	NaN	3	NaN	NaN
1700000095.000	NaN	NaN	NaN	13	NaN
1700000095.000	NaN	NaN	3	NaN	NaN
1700000096.000	NaN	NaN	NaN	12	NaN
1700000096.000	NaN	NaN	3	NaN	NaN
1700000097.000	NaN	NaN	NaN	12	NaN
1700000097.000	NaN	NaN	3	NaN	NaN
1700000098.000	NaN	NaN	NaN	11	NaN
1700000098.000	NaN	NaN	3	NaN	NaN
1700000099.000	NaN	NaN	NaN	11	NaN
1700000099.000	NaN	NaN	3	NaN	NaN
1700000100.000	NaN	NaN	NaN	11	NaN
1700000100.000	NaN	NaN	3	NaN	NaN
1700000101.000	NaN	NaN	NaN	9	NaN
1700000101.000	NaN	NaN	3	NaN	NaN
1700000102.000	NaN	NaN	NaN	12	NaN
1700000102.000	NaN	NaN	3	NaN	NaN
1700000103.000	NaN	NaN	NaN	11	NaN
1700000103.000	NaN	NaN	3	NaN	NaN
1700000104.000	NaN	NaN	NaN	10	NaN
1700000104.000	NaN	NaN	3	NaN	NaN
1700000105.000	NaN	NaN	NaN	11	NaN
1700000105.000	NaN	NaN	3	NaN	NaN
1700000106.000	NaN	NaN	NaN	11	NaN
1700000106.000	NaN	NaN	3	NaN	NaN
1700000107.000	NaN	NaN	NaN	10	NaN
1700000107.000	NaN	NaN	3	NaN	NaN
1700000108.000	NaN	NaN	NaN	10	NaN
1700000108.000	NaN	NaN	3	NaN	NaN
1700000109.000	NaN	NaN	NaN	11	NaN
1700000109.000	NaN	NaN	3	NaN	NaN
1700000110.000	NaN	NaN	NaN	11	NaN
1700000110.000	NaN	NaN	3	NaN	NaN
1700000111.000	NaN	NaN	NaN	11	NaN
1700000111.000	NaN	NaN	3	NaN	NaN
1700000112.000	NaN	NaN	NaN	11	NaN
1700000112.000	NaN	NaN	3	NaN	NaN
1700000113.000	NaN	NaN	NaN	9	NaN
1700000113.000	NaN	NaN	3	NaN	NaN
1700000114.000	NaN	NaN	NaN	10	NaN
1700000114.000	NaN	NaN	3	NaN	NaN
1700000115.000	NaN	NaN	NaN	10	NaN
1700000115.000	NaN	NaN	3	NaN	NaN
1700000116.000	NaN	NaN	NaN	11	NaN
1700000116.000	NaN	NaN	3	NaN	NaN
1700000117.000	NaN	NaN	NaN	12	NaN
1700000117.000	NaN	NaN	3	NaN	NaN
1700000118.000	NaN	NaN	NaN	12	NaN
1700000118.000	NaN	NaN	3	NaN	NaN
1700000119.000	NaN	NaN	NaN	12	NaN
1700000119.000	NaN	NaN	3	NaN	NaN
1700000120.000	NaN	NaN	NaN	12	NaN
1700000120.000	NaN	NaN	3	NaN	NaN
1700000121.000	NaN	NaN	NaN	10	NaN
1700000121.000	NaN	NaN	3	NaN	NaN
1700000122.000	NaN	NaN	NaN	12	NaN
1700000122.000	NaN	NaN	3	NaN	NaN
1700000123.000	NaN	NaN	NaN	12	NaN
1700000123.000	NaN	NaN	3	NaN	NaN
1700000124.000	NaN	NaN	NaN	9	NaN
1700000124.000	NaN	NaN	3	NaN	NaN
1700000125.000	NaN	NaN	NaN	9	NaN
1700000125.000	NaN	NaN	3	NaN	NaN
1700000126.000	NaN	NaN	NaN	9	NaN
1700000126.000	NaN	NaN	3	NaN	NaN
1700000127.000	NaN	NaN	NaN	12	NaN
1700000127.000	NaN	NaN	3	NaN	NaN
1700000128.000	NaN	NaN	NaN	10	NaN
1700000128.000	NaN	NaN	3	NaN	NaN
1700000129.000	NaN	NaN	NaN	9	NaN
1700000129.000	NaN	NaN	3	NaN	NaN
1700000130.000	NaN	NaN	NaN	11	NaN
1700000130.000	NaN	NaN	3	NaN	NaN
1700000131.000	NaN	NaN	NaN	10	NaN
1700000131.000	NaN	NaN	3	NaN	NaN
1700000132.000	NaN	NaN	NaN	9	NaN
1700000132.000	NaN	NaN	3	NaN	NaN
1700000133.000	NaN	NaN	NaN	10	NaN
1700000133.000	NaN	NaN	3	NaN	NaN
1700000134.000	NaN	NaN	NaN	11	NaN
1700000134.000	NaN	NaN	3	NaN	NaN
1700000135.000	NaN	NaN	NaN	10	NaN
1700000135.000	NaN	NaN	3	NaN	NaN
1700000136.000	NaN	NaN	NaN	10	NaN
1700000136.000	NaN	NaN	3	NaN	NaN
1700000137.000	NaN	NaN	NaN	12	NaN
1700000137.000	NaN	NaN	3	NaN	NaN
1700000138.000	NaN	NaN	NaN	11	NaN
1700000138.000	NaN	NaN	3	NaN	NaN
1700000139.000	NaN	NaN	NaN	10	NaN
1700000139.000	NaN	NaN	3	NaN	NaN
1700000140.000	NaN	NaN	NaN	11	NaN
1700000140.000	NaN	NaN	3	NaN	NaN
1700000141.000	NaN	NaN	NaN	9	NaN
1700000141.000	NaN	NaN	3	NaN	NaN
1700000142.000	NaN	NaN	NaN	11	NaN
1700000142.000	NaN	NaN	3	NaN	NaN
1700000143.000	NaN	NaN	NaN	11	NaN
1700000143.000	NaN	NaN	3	NaN	NaN
1700000144.000	NaN	NaN	NaN	10	NaN
1700000144.000	NaN	NaN	3	NaN	NaN
1700000145.000	NaN	NaN	NaN	9	NaN
1700000145.000	NaN	NaN	3	NaN	NaN
1700000146.000	NaN	NaN	NaN	13	NaN
1700000146.000	NaN	NaN	3	NaN	NaN
1700000147.000	NaN	NaN	NaN	11	NaN
1700000147.000	NaN	NaN	3	NaN	NaN
1700000148.000	NaN	NaN	NaN	10	NaN
1700000148.000	NaN	NaN	3	NaN	NaN
1700000149.000	NaN	NaN	NaN	11	NaN
1700000149.000	NaN	NaN	3	NaN	NaN
1700000150.000	NaN	NaN	NaN	12	NaN
1700000150.000	NaN	NaN	3	NaN	NaN
1700000151.000	NaN	NaN	NaN	9	NaN
1700000151.000	NaN	NaN	3	NaN	NaN
1700000152.000	NaN	NaN	NaN	9	NaN
1700000152.000	NaN	NaN	3	NaN	NaN
1700000153.000	NaN	NaN	NaN	10	NaN
1700000153.000	NaN	NaN	3	NaN	NaN
1700000154.000	NaN	NaN	NaN	12	NaN
1700000154.000	NaN	NaN	3	NaN	NaN
1700000155.000	NaN	NaN	NaN	10	NaN
1700000155.000	NaN	NaN	3	NaN	NaN
1700000156.000	NaN	NaN	NaN	12	NaN
1700000156.000	NaN	NaN	3	NaN	NaN
1700000157.000	NaN	NaN	NaN	12	NaN
1700000157.000	NaN	NaN	3	NaN	NaN
1700000158.000	NaN	NaN	NaN	11	NaN
1700000158.000	NaN	NaN	3	NaN	NaN
1700000159.000	NaN	NaN	NaN	10	NaN
1700000159.000	NaN	NaN	3	NaN	NaN
1700000160.000	NaN	NaN	NaN	13	NaN
1700000160.000	NaN	NaN	3	NaN	NaN
1700000161.000	NaN	NaN	NaN	12	NaN
1700000161.000	NaN	NaN	3	NaN	NaN
1700000162.000	NaN	NaN	NaN	11	NaN
1700000162.000	NaN	NaN	3	NaN	NaN
1700000163.000	NaN	NaN	NaN	10	NaN
1700000163.000	NaN	NaN	3	NaN	NaN
1700000164.000	NaN	NaN	NaN	12	NaN
1700000164.000	NaN	NaN	3	NaN	NaN
1700000165.000	NaN	NaN	NaN	11	NaN
1700000165.000	NaN	NaN	3	NaN	NaN
1700000166.000	NaN	NaN	NaN	11	NaN
1700000166.000	NaN	NaN	3	NaN	NaN
1700000167.000	NaN	NaN	NaN	10	NaN
1700000167.000	NaN	NaN	3	NaN	NaN
1700000168.000	NaN	NaN	NaN	12	NaN
1700000168.000	NaN	NaN	3	NaN	NaN
1700000169.000	NaN	NaN	NaN	9	NaN
1700000169.000	NaN	NaN	3	NaN	NaN
1700000170.000	NaN	NaN	NaN	10	NaN
1700000170.000	NaN	NaN	3	NaN	NaN
1700000171.000	NaN	NaN	NaN	13	NaN
1700000171.000	NaN	NaN	3	NaN	NaN
1700000172.000	NaN	NaN	NaN	13	NaN
1700000172.000	NaN	NaN	3	NaN	NaN
1700000173.000	NaN	NaN	NaN	10	NaN
1700000173.000	NaN	NaN	3	NaN	NaN
1700000174.000	NaN	NaN	NaN	12	NaN
1700000174.000	NaN	NaN	3	NaN	NaN
1700000175.000	NaN	NaN	NaN	10	NaN
1700000175.000	NaN	NaN	3	NaN	NaN
1700000176.000	NaN	NaN	NaN	13	NaN
1700000176.000	NaN	NaN	3	NaN	NaN
1700000177.000	NaN	NaN	NaN	12	NaN
1700000177.000	NaN	NaN	3	NaN	NaN
1700000178.000	NaN	NaN	NaN	11	NaN
1700000178.000	NaN	NaN	3	NaN	NaN
1700000179.000	NaN	NaN	NaN	10	NaN
1700000179.000	NaN	NaN	3	NaN	NaN
1700000180.000	NaN	NaN	NaN	9	NaN
1700000180.000	NaN	NaN	3	NaN	NaN
1700000181.000	NaN	NaN	NaN	13	NaN
1700000181.000	NaN	NaN	3	NaN	NaN
1700000182.000	NaN	NaN	NaN	9	NaN
1700000182.000	NaN	NaN	3	NaN	NaN
1700000183.000	NaN	NaN	NaN	12	NaN
1700000183.000	NaN	NaN	3	NaN	NaN
1700000184.000	NaN	NaN	NaN	13	NaN
1700000184.000	NaN	NaN	3	NaN	NaN
1700000185.000	NaN	NaN	NaN	11	NaN
1700000185.000	NaN	NaN	3	NaN	NaN
1700000186.000	NaN	NaN	NaN	10	NaN
1700000186.000	NaN	NaN	3	NaN	NaN
1700000187.000	NaN	NaN	NaN	12	NaN
1700000187.000	NaN	NaN	3	NaN	NaN
1700000188.000	NaN	NaN	NaN	13	NaN
1700000188.000	NaN	NaN	3	NaN	NaN
1700000189.000	NaN	NaN	NaN	12	NaN
1700000189.000	NaN	NaN	3	NaN	NaN
1700000190.000	NaN	NaN	NaN	11	NaN
1700000190.000	NaN	NaN	3	NaN	NaN
1700000191.000	NaN	NaN	NaN	11	NaN
1700000191.000	NaN	NaN	3	NaN	NaN
1700000192.000	NaN	NaN	NaN	10	NaN
1700000192.000	NaN	NaN	3	NaN	NaN
1700000193.000	NaN	NaN	NaN	10	NaN
1700000193.000	NaN	NaN	3	NaN	NaN
1700000194.000	NaN	NaN	NaN	12	NaN
1700000194.000	NaN	NaN	3	NaN	NaN
1700000195.000	NaN	NaN	NaN	11	NaN
1700000195.000	NaN	NaN	3	NaN	NaN
1700000196.000	NaN	NaN	NaN	10	NaN
1700000196.000	NaN	NaN	3	NaN	NaN
1700000197.000	NaN	NaN	NaN	9	NaN
1700000197.000	NaN	NaN	3	NaN	NaN
1700000198.000	NaN	NaN	NaN	12	NaN
1700000198.000	NaN	NaN	3	NaN	NaN
1700000199.000	NaN	NaN	NaN	10	NaN
1700000199.000	NaN	NaN	3	NaN	NaN
1700000200.000	NaN	NaN	NaN	11	NaN
1700000200.000	NaN	NaN	3	NaN	NaN
1700000201.000	NaN	NaN	NaN	10	NaN
1700000201.000	NaN	NaN	3	NaN	NaN
1700000202.000	NaN	NaN	NaN	12	NaN
1700000202.000	NaN	NaN	3	NaN	NaN
1700000203.000	NaN	NaN	NaN	13	NaN
1700000203.000	NaN	NaN	3	NaN	NaN
1700000204.000	NaN	NaN	NaN	9	NaN
1700000204.000	NaN	NaN	3	NaN	NaN
1700000205.000	NaN	NaN	NaN	10	NaN
1700000205.000	NaN	NaN	3	NaN	NaN
1700000206.000	NaN	NaN	NaN	10	NaN
1700000206.000	NaN	NaN	3	NaN	NaN
1700000207.000	NaN	NaN	NaN	13	NaN
1700000207.000	NaN	NaN	3	NaN	NaN
1700000208.000	NaN	NaN	NaN	12	NaN
1700000208.000	NaN	NaN	3	NaN	NaN
1700000209.000	NaN	NaN	NaN	10	NaN
1700000209.000	NaN	NaN	3	NaN	NaN
1700000210.000	NaN	NaN	NaN	10	NaN
1700000210.000	NaN	NaN	3	NaN	NaN
1700000211.000	NaN	NaN	NaN	12	NaN
1700000211.000	NaN	NaN	3	NaN	NaN
1700000212.000	NaN	NaN	NaN	12	NaN
1700000212.000	NaN	NaN	3	NaN	NaN
1700000213.000	NaN	NaN	NaN	13	NaN
1700000213.000	NaN	NaN	3	NaN	NaN
1700000214.000	NaN	NaN	NaN	10	NaN
1700000214.000	NaN	NaN	3	NaN	NaN
1700000215.000	NaN	NaN	NaN	13	NaN
1700000215.000	NaN	NaN	3	NaN	NaN
1700000216.000	NaN	NaN	NaN	12	NaN
1700000216.000	NaN	NaN	3	NaN	NaN
1700000217.000	NaN	NaN	NaN	11	NaN
1700000217.000	NaN	NaN	3	NaN	NaN
1700000218.000	NaN	NaN	NaN	13	NaN
1700000218.000	NaN	NaN	3	NaN	NaN
1700000219.000	NaN	NaN	NaN	10	NaN
1700000219.000	NaN	NaN	3	NaN	NaN
1700000220.000	NaN	NaN	NaN	12	NaN
1700000220.000	NaN	NaN	3	NaN	NaN
1700000221.000	NaN	NaN	NaN	9	NaN
1700000221.000	NaN	NaN	3	NaN	NaN
1700000222.000	NaN	NaN	NaN	10	NaN
1700000222.000	NaN	NaN	3	NaN	NaN
1700000223.000	NaN	NaN	NaN	13	NaN
1700000223.000	NaN	NaN	3	NaN	NaN
1700000224.000	NaN	NaN	NaN	10	NaN
1700000224.000	NaN	NaN	3	NaN	NaN
1700000225.000	NaN	NaN	NaN	12	NaN
1700000225.000	NaN	NaN	3	NaN	NaN
1700000226.000	NaN	NaN	NaN	11	NaN
1700000226.000	NaN	NaN	3	NaN	NaN
1700000227.000	NaN	NaN	NaN	12	NaN
1700000227.000	NaN	NaN	3	NaN	NaN
1700000228.000	NaN	NaN	NaN	10	NaN
1700000228.000	NaN	NaN	3	NaN	NaN
1700000229.000	NaN	NaN	NaN	10	NaN
1700000229.000	NaN	NaN	3	NaN	NaN
1700000230.000	NaN	NaN	NaN	10	NaN
1700000230.000	NaN	NaN	3	NaN	NaN
1700000231.000	NaN	NaN	NaN	12	NaN
1700000231.000	NaN	NaN	3	NaN	NaN
1700000232.000	NaN	NaN	NaN	11	NaN
1700000232.000	NaN	NaN	3	NaN	NaN
1700000233.000	NaN	NaN	NaN	13	NaN
1700000233.000	NaN	NaN	3	NaN	NaN
1700000234.000	NaN	NaN	NaN	13	NaN
1700000234.000	NaN	NaN	3	NaN	NaN
1700000235.000	NaN	NaN	NaN	10	NaN
1700000235.000	NaN	NaN	3	NaN	NaN
1700000236.000	NaN	NaN	NaN	11	NaN
1700000236.000	NaN	NaN	3	NaN	NaN
1700000237.000	NaN	NaN	NaN	9	NaN
1700000237.000	NaN	NaN	3	NaN	NaN
1700000238.000	NaN	NaN	NaN	9	NaN
1700000238.000	NaN	NaN	3	NaN	NaN
1700000239.000	NaN	NaN	NaN	9	NaN
1700000239.000	NaN	NaN	3	NaN	NaN
1700000240.000	NaN	NaN	NaN	12	NaN
1700000240.000	NaN	NaN	3	NaN	NaN
1700000241.000	NaN	NaN	NaN	12	NaN
1700000241.000	NaN	NaN	3	NaN	NaN
1700000242.000	NaN	NaN	NaN	12	NaN
1700000242.000	NaN	NaN	3	NaN	NaN
1700000243.000	NaN	NaN	NaN	10	NaN
1700000243.000	NaN	NaN	3	NaN	NaN
1700000244.000	NaN	NaN	NaN	11	NaN
1700000244.000	NaN	NaN	3	NaN	NaN
1700000245.000	NaN	NaN	NaN	12	NaN
1700000245.000	NaN	NaN	3	NaN	NaN
1700000246.000	NaN	NaN	NaN	11	NaN
1700000246.000	NaN	NaN	3	NaN	NaN
1700000247.000	NaN	NaN	NaN	11	NaN
1700000247.000	NaN	NaN	3	NaN	NaN
1700000248.000	NaN	NaN	NaN	10	NaN
1700000248.000	NaN	NaN	3	NaN	NaN
1700000249.000	NaN	NaN	NaN	9	NaN
1700000249.000	NaN	NaN	3	NaN	NaN
1700000250.000	NaN	NaN	NaN	10	NaN
1700000250.000	NaN	NaN	3	NaN	NaN
1700000251.000	NaN	NaN	NaN	13	NaN
1700000251.000	NaN	NaN	3	NaN	NaN
1700000252.000	NaN	NaN	NaN	11	NaN
1700000252.000	NaN	NaN	3	NaN	NaN
1700000253.000	NaN	NaN	NaN	13	NaN
1700000253.000	NaN	NaN	3	NaN	NaN
1700000254.000	NaN	NaN	NaN	11	NaN
1700000254.000	NaN	NaN	3	NaN	NaN
1700000255.000	NaN	NaN	NaN	10	NaN
1700000255.000	NaN	NaN	3	NaN	NaN
1700000256.000	NaN	NaN	NaN	12	NaN
1700000256.000	NaN	NaN	3	NaN	NaN
1700000257.000	NaN	NaN	NaN	12	NaN
1700000257.000	NaN	NaN	3	NaN	NaN
1700000258.000	NaN	NaN	NaN	9	NaN
1700000258.000	NaN	NaN	3	NaN	NaN
1700000259.000	NaN	NaN	NaN	12	NaN
1700000259.000	NaN	NaN	3	NaN	NaN
1700000260.000	NaN	NaN	NaN	9	NaN
1700000260.000	NaN	NaN	3	NaN	NaN
1700000261.000	NaN	NaN	NaN	9	NaN
1700000261.000	NaN	NaN	3	NaN	NaN
1700000262.000	NaN	NaN	NaN	13	NaN
1700000262.000	NaN	NaN	3	NaN	NaN
1700000263.000	NaN	NaN	NaN	9	NaN
1700000263.000	NaN	NaN	3	NaN	NaN
1700000264.000	NaN	NaN	NaN	10	NaN
1700000264.000	NaN	NaN	3	NaN	NaN
1700000265.000	NaN	NaN	NaN	13	NaN
1700000265.000	NaN	NaN	3	NaN	NaN
1700000266.000	NaN	NaN	NaN	11	NaN
1700000266.000	NaN	NaN	3	NaN	NaN
1700000267.000	NaN	NaN	NaN	9	NaN
1700000267.000	NaN	NaN	3	NaN	NaN
1700000268.000	NaN	NaN	NaN	10	NaN
1700000268.000	NaN	NaN	3	NaN	NaN
1700000269.000	NaN	NaN	NaN	10	NaN
1700000269.000	NaN	NaN	3	NaN	NaN
1700000270.000	NaN	NaN	NaN	12	NaN
1700000270.000	NaN	NaN	3	NaN	NaN
1700000271.000	NaN	NaN	NaN	9	NaN
1700000271.000	NaN	NaN	3	NaN	NaN
1700000272.000	NaN	NaN	NaN	13	NaN
1700000272.000	NaN	NaN	3	NaN	NaN
1700000273.000	NaN	NaN	NaN	11	NaN
1700000273.000	NaN	NaN	3	NaN	NaN
1700000274.000	NaN	NaN	NaN	13	NaN
1700000274.000	NaN	NaN	3	NaN	NaN
1700000275.000	NaN	NaN	NaN	13	NaN
1700000275.000	NaN	NaN	3	NaN	NaN
1700000276.000	NaN	NaN	NaN	10	NaN
1700000276.000	NaN	NaN	3	NaN	NaN
1700000277.000	NaN	NaN	NaN	10	NaN
1700000277.000	NaN	NaN	3	NaN	NaN
1700000278.000	NaN	NaN	NaN	11	NaN
1700000278.000	NaN	NaN	3	NaN	NaN
