host_epoch	tp_offset_ns	quant_err_ns	fix_type	num_sv	survey_valid
1783403537.142214138	NaN	-0.097	NaN	NaN	NaN
1783403538.145838956	NaN	-3.84	NaN	NaN	NaN
1783403539.148098051	NaN	0.32	NaN	NaN	NaN
1783403540.139771759	NaN	-3.16	NaN	NaN	NaN
1783403541.145738500	NaN	1.196	NaN	NaN	NaN
1783403542.140265515	NaN	-1.847	NaN	NaN	NaN
1783403543.140966378	NaN	3.5	NaN	NaN	NaN
1783403544.142546750	NaN	1.19	NaN	NaN	NaN
1783403545.141219816	NaN	-2.081	NaN	NaN	NaN
1783403546.139824308	NaN	2.72	NaN	NaN	NaN
1783403547.140035064	NaN	-0.357	NaN	NaN	NaN
1783403548.147673088	NaN	-3.345	NaN	NaN	NaN
1783403549.150294052	NaN	1.65	NaN	NaN	NaN
1783403550.144641972	NaN	-1.566	NaN	NaN	NaN
1783403551.139182585	NaN	3.644	NaN	NaN	NaN
1783403552.137106290	NaN	1.298	NaN	NaN	NaN
1783403553.138072457	NaN	-1.154	NaN	NaN	NaN
1783403554.135282439	NaN	-3.5	NaN	NaN	NaN
1783403555.164810851	NaN	2.004	NaN	NaN	NaN
1783403556.165889851	NaN	-0.327	NaN	NaN	NaN
1783403557.135473445	NaN	-2.671	NaN	NaN	NaN
1783403558.165596982	NaN	2.642	NaN	NaN	NaN
1783403559.136815893	NaN	0.134	NaN	NaN	NaN
1783403560.153753797	NaN	-2.916	NaN	NaN	NaN
1783403561.138122266	NaN	1.951	NaN	NaN	NaN
1783403562.155800220	NaN	-0.366	NaN	NaN	NaN
1783403563.136012863	NaN	-2.4	NaN	NaN	NaN
1783403564.164153569	NaN	3.106	NaN	NaN	NaN
1783403565.138824717	NaN	0.702	NaN	NaN	NaN
1783403566.156738609	NaN	-1.675	NaN	NaN	NaN
1783403567.142181799	NaN	3.688	NaN	NaN	NaN
1783403568.166064831	NaN	1.412	NaN	NaN	NaN
1783403569.139151447	NaN	-0.916	NaN	NaN	NaN
1783403570.154088570	NaN	-3.08	NaN	NaN	NaN
1783403571.131740300	NaN	2.294	NaN	NaN	NaN
1783403572.160024244	NaN	0.423	NaN	NaN	NaN
1783403573.132471166	NaN	-1.638	NaN	NaN	NaN
1783403574.155113891	NaN	-3.8	NaN	NaN	NaN
1783403575.145289026	NaN	2.219	NaN	NaN	NaN
1783403576.166089561	NaN	0.404	NaN	NaN	NaN
1783403577.136931084	NaN	-0.62	NaN	NaN	NaN
1783403578.156836534	NaN	-2.348	NaN	NaN	NaN
1783403579.140888117	NaN	-3.868	NaN	NaN	NaN
1783403580.173971917	NaN	2.286	NaN	NaN	NaN
1783403581.150119102	NaN	0.634	NaN	NaN	NaN
1783403582.176995700	NaN	-0.613	NaN	NaN	NaN
1783403583.141994821	NaN	-1.517	NaN	NaN	NaN
1783403584.167064812	NaN	-1.882	NaN	NaN	NaN
1783403585.137247286	NaN	-2.867	NaN	NaN	NaN
1783403586.156161215	NaN	3.476	NaN	NaN	NaN
1783403587.137280299	NaN	2.594	NaN	NaN	NaN
1783403588.158031672	NaN	1.433	NaN	NaN	NaN
1783403589.136793681	NaN	1.031	NaN	NaN	NaN
1783403590.151857906	NaN	-0.128	NaN	NaN	NaN
1783403591.136817361	NaN	-1.036	NaN	NaN	NaN
1783403592.148300177	NaN	-2.041	NaN	NaN	NaN
1783403593.134172342	NaN	-3.267	NaN	NaN	NaN
1783403594.167205869	NaN	3.708	NaN	NaN	NaN
1783403595.136073396	NaN	2.896	NaN	NaN	NaN
1783403596.158820030	NaN	1.893	NaN	NaN	NaN
1783403597.136160201	NaN	1.315	NaN	NaN	NaN
1783403598.157127574	NaN	0.223	NaN	NaN	NaN
1783403599.137167023	NaN	-0.724	NaN	NaN	NaN
1783403600.179251810	NaN	-1.284	NaN	NaN	NaN
1783403601.143990217	NaN	-2.349	NaN	NaN	NaN
1783403602.165753101	NaN	-3.109	NaN	NaN	NaN
1783403603.131116866	NaN	3.212	NaN	NaN	NaN
1783403604.165718653	NaN	2.086	NaN	NaN	NaN
1783403605.141687955	NaN	1.486	NaN	NaN	NaN
1783403606.155499470	NaN	1.315	NaN	NaN	NaN
1783403607.132934387	NaN	0.793	NaN	NaN	NaN
1783403608.160125859	NaN	-0.24	NaN	NaN	NaN
1783403609.133088482	NaN	-1.29	NaN	NaN	NaN
1783403610.156794608	NaN	-2.182	NaN	NaN	NaN
1783403611.138188523	NaN	-2.505	NaN	NaN	NaN
1783403612.160609466	NaN	-2.339	NaN	NaN	NaN
1783403613.137103756	NaN	-2.195	NaN	NaN	NaN
1783403614.161042705	NaN	-1.914	NaN	NaN	NaN
1783403615.132582455	NaN	-2.061	NaN	NaN	NaN
1783403616.164181735	NaN	-2.725	NaN	NaN	NaN
1783403617.139697010	NaN	-2.446	NaN	NaN	NaN
1783403618.169117859	NaN	-2.458	NaN	NaN	NaN
1783403619.138884779	NaN	-2.046	NaN	NaN	NaN
1783403620.162705734	NaN	-1.352	NaN	NaN	NaN
1783403621.132269526	NaN	-1.778	NaN	NaN	NaN
1783403622.155965249	NaN	-1.451	NaN	NaN	NaN
1783403623.141962998	NaN	-1.329	NaN	NaN	NaN
1783403624.158833378	NaN	-0.932	NaN	NaN	NaN
1783403625.139111433	NaN	-0.199	NaN	NaN	NaN
1783403626.162666495	NaN	0.762	NaN	NaN	NaN
1783403627.132805983	NaN	1.513	NaN	NaN	NaN
1783403628.157209148	NaN	2.521	NaN	NaN	NaN
1783403629.130999971	NaN	3.411	NaN	NaN	NaN
1783403630.165572953	NaN	-3.455	NaN	NaN	NaN
1783403631.135189800	NaN	-2.942	NaN	NaN	NaN
1783403632.162124238	NaN	-1.782	NaN	NaN	NaN
1783403633.145514956	NaN	-0.398	NaN	NaN	NaN
1783403634.165091264	NaN	1.263	NaN	NaN	NaN
1783403635.142499063	NaN	2.9	NaN	NaN	NaN
1783403636.164617073	NaN	-3.604	NaN	NaN	NaN
1783403637.160691915	NaN	-1.835	NaN	NaN	NaN
1783403638.164469882	NaN	-0.473	NaN	NaN	NaN
1783403639.140122052	NaN	1.258	NaN	NaN	NaN
1783403640.155673457	NaN	2.752	NaN	NaN	NaN
1783403641.142675873	NaN	-3.293	NaN	NaN	NaN
1783403642.156162225	NaN	-1.582	NaN	NaN	NaN
1783403643.136071853	NaN	0.544	NaN	NaN	NaN
1783403644.150923305	NaN	2.471	NaN	NaN	NaN
1783403645.142436456	NaN	-3.015	NaN	NaN	NaN
1783403646.155800086	NaN	-0.998	NaN	NaN	NaN
1783403647.145728609	NaN	0.717	NaN	NaN	NaN
1783403648.162725330	NaN	3.316	NaN	NaN	NaN
1783403649.142102997	NaN	-1.904	NaN	NaN	NaN
1783403650.149181447	NaN	0.736	NaN	NaN	NaN
1783403651.139098556	NaN	2.76	NaN	NaN	NaN
1783403652.157113686	NaN	-2.542	NaN	NaN	NaN
1783403653.159986185	NaN	0.017	NaN	NaN	NaN
1783403654.155626115	NaN	1.779	NaN	NaN	NaN
1783403655.164707336	NaN	3.082	NaN	NaN	NaN
1783403656.140018547	NaN	-3.761	NaN	NaN	NaN
1783403657.165623761	NaN	-2.967	NaN	NaN	NaN
1783403658.145541926	NaN	-1.635	NaN	NaN	NaN
1783403659.162168812	NaN	0.033	NaN	NaN	NaN
1783403660.137780470	NaN	1.341	NaN	NaN	NaN
1783403661.172232261	NaN	1.933	NaN	NaN	NaN
1783403662.142911909	NaN	3.346	NaN	NaN	NaN
1783403663.165127689	NaN	-3.486	NaN	NaN	NaN
1783403664.150278349	NaN	-2.077	NaN	NaN	NaN
1783403665.181732636	NaN	-0.93	NaN	NaN	NaN
1783403666.165582913	NaN	0.099	NaN	NaN	NaN
1783403667.159042001	NaN	1.266	NaN	NaN	NaN
1783403668.138932770	NaN	2.889	NaN	NaN	NaN
1783403669.172546238	NaN	-2.995	NaN	NaN	NaN
1783403670.137267198	NaN	-1.902	NaN	NaN	NaN
1783403671.164380275	NaN	-1.149	NaN	NaN	NaN
1783403672.136127379	NaN	-0.223	NaN	NaN	NaN
1783403673.160184924	NaN	0.917	NaN	NaN	NaN
1783403674.135105223	NaN	2.63	NaN	NaN	NaN
1783403675.164055556	NaN	3.778	NaN	NaN	NaN
1783403676.134148503	NaN	-3.112	NaN	NaN	NaN
1783403677.163934139	NaN	-2.204	NaN	NaN	NaN
1783403678.139008387	NaN	-0.515	NaN	NaN	NaN
1783403679.165732871	NaN	0.601	NaN	NaN	NaN
1783403680.146052803	NaN	1.999	NaN	NaN	NaN
1783403681.165030142	NaN	2.705	NaN	NaN	NaN
1783403682.142803068	NaN	3.136	NaN	NaN	NaN
1783403683.140644644	NaN	-3.978	NaN	NaN	NaN
1783403684.135104636	NaN	-3.232	NaN	NaN	NaN
1783403685.142174244	NaN	-2.313	NaN	NaN	NaN
1783403686.142969998	NaN	-1.615	NaN	NaN	NaN
1783403687.142477287	NaN	-0.828	NaN	NaN	NaN
1783403688.139155513	NaN	-0.132	NaN	NaN	NaN
1783403689.140296599	NaN	0.499	NaN	NaN	NaN
1783403690.154825869	NaN	1.332	NaN	NaN	NaN
1783403691.142587840	NaN	1.472	NaN	NaN	NaN
1783403692.137955313	NaN	1.869	NaN	NaN	NaN
1783403693.152063638	NaN	2.04	NaN	NaN	NaN
1783403694.148993739	NaN	2.77	NaN	NaN	NaN
1783403695.148968923	NaN	2.752	NaN	NaN	NaN
1783403696.147976905	NaN	3.267	NaN	NaN	NaN
1783403697.145122533	NaN	3.346	NaN	NaN	NaN
1783403698.145609174	NaN	3.189	NaN	NaN	NaN
1783403699.142674382	NaN	3.717	NaN	NaN	NaN
1783403700.139034877	NaN	-2.821	NaN	NaN	NaN
1783403701.145541209	NaN	-2.095	NaN	NaN	NaN
1783403702.142135528	NaN	-1.249	NaN	NaN	NaN
1783403703.146201206	NaN	-1.056	NaN	NaN	NaN
1783403704.144684724	NaN	-0.887	NaN	NaN	NaN
1783403705.142607981	NaN	-0.249	NaN	NaN	NaN
1783403706.142227669	NaN	0.267	NaN	NaN	NaN
1783403707.152674675	NaN	0.631	NaN	NaN	NaN
1783403708.139135964	NaN	0.263	NaN	NaN	NaN
1783403709.142277612	NaN	-0.45	NaN	NaN	NaN
1783403710.164715665	NaN	-0.899	NaN	NaN	NaN
1783403711.171800831	NaN	-1.368	NaN	NaN	NaN
1783403712.141720767	NaN	-1.48	NaN	NaN	NaN
1783403713.162691664	NaN	-1.525	NaN	NaN	NaN
1783403714.136215634	NaN	-1.741	NaN	NaN	NaN
1783403715.163213841	NaN	-1.134	NaN	NaN	NaN
1783403716.132826047	NaN	-0.823	NaN	NaN	NaN
1783403717.165203613	NaN	-0.241	NaN	NaN	NaN
1783403718.138150755	NaN	-0.601	NaN	NaN	NaN
1783403719.159799991	NaN	-0.644	NaN	NaN	NaN
1783403720.139699124	NaN	-0.318	NaN	NaN	NaN
1783403721.156116749	NaN	-0.364	NaN	NaN	NaN
1783403722.142775964	NaN	-0.232	NaN	NaN	NaN
1783403723.159713805	NaN	-0.283	NaN	NaN	NaN
1783403724.134811902	NaN	-0.471	NaN	NaN	NaN
1783403725.167967699	NaN	-1.069	NaN	NaN	NaN
1783403726.154017136	NaN	-2.717	NaN	NaN	NaN
1783403727.166798298	NaN	3.712	NaN	NaN	NaN
1783403728.145449783	NaN	1.393	NaN	NaN	NaN
1783403729.173180597	NaN	-0.299	NaN	NaN	NaN
1783403730.153185453	NaN	-1.732	NaN	NaN	NaN
1783403731.162497722	NaN	-3.549	NaN	NaN	NaN
1783403732.136241253	NaN	2.864	NaN	NaN	NaN
1783403733.157176143	NaN	1.549	NaN	NaN	NaN
1783403734.141959711	NaN	-0.246	NaN	NaN	NaN
1783403735.162501387	NaN	-1.752	NaN	NaN	NaN
1783403736.143210105	NaN	-3.103	NaN	NaN	NaN
1783403737.160255752	NaN	2.57	NaN	NaN	NaN
1783403738.140245258	NaN	0.859	NaN	NaN	NaN
1783403739.141857237	NaN	-0.388	NaN	NaN	NaN
1783403740.143015672	NaN	-2.079	NaN	NaN	NaN
1783403741.144271746	NaN	3.404	NaN	NaN	NaN
1783403742.179980315	NaN	1.087	NaN	NaN	NaN
1783403743.146485972	NaN	-0.85	NaN	NaN	NaN
1783403744.170197984	NaN	-2.575	NaN	NaN	NaN
1783403745.147044710	NaN	3.381	NaN	NaN	NaN
1783403746.167209870	NaN	1.565	NaN	NaN	NaN
1783403747.142342495	NaN	-0.139	NaN	NaN	NaN
1783403748.158826090	NaN	-1.764	NaN	NaN	NaN
1783403749.136148764	NaN	3.565	NaN	NaN	NaN
1783403750.164231678	NaN	1.231	NaN	NaN	NaN
1783403751.139914080	NaN	-0.83	NaN	NaN	NaN
1783403752.152839714	NaN	-3.22	NaN	NaN	NaN
1783403753.135819596	NaN	2.691	NaN	NaN	NaN
1783403754.153046518	NaN	0.157	NaN	NaN	NaN
1783403755.135201219	NaN	-2.048	NaN	NaN	NaN
1783403756.152692087	NaN	3.328	NaN	NaN	NaN
1783403757.139116613	NaN	0.488	NaN	NaN	NaN
1783403758.161878104	NaN	-2.198	NaN	NaN	NaN
1783403759.138721077	NaN	3.13	NaN	NaN	NaN
1783403760.161905415	NaN	0.983	NaN	NaN	NaN
1783403761.133283529	NaN	-1.318	NaN	NaN	NaN
1783403762.165704081	NaN	-3.269	NaN	NaN	NaN
1783403763.141799668	NaN	2.489	NaN	NaN	NaN
1783403764.158211645	NaN	-0.906	NaN	NaN	NaN
1783403765.129045809	NaN	-3.578	NaN	NaN	NaN
1783403766.160212487	NaN	1.51	NaN	NaN	NaN
1783403767.142042860	NaN	-0.727	NaN	NaN	NaN
1783403768.181170576	NaN	-3.853	NaN	NaN	NaN
1783403769.165902655	NaN	0.191	NaN	NaN	NaN
1783403770.162455201	NaN	-3.019	NaN	NaN	NaN
1783403771.138040942	NaN	1.384	NaN	NaN	NaN
1783403772.162539766	NaN	-2.961	NaN	NaN	NaN
1783403773.138194014	NaN	0.455	NaN	NaN	NaN
1783403774.162888423	NaN	2.774	NaN	NaN	NaN
1783403775.148401884	NaN	-3.26	NaN	NaN	NaN
1783403776.161459206	NaN	-1.948	NaN	NaN	NaN
1783403777.145139838	NaN	-1.453	NaN	NaN	NaN
1783403778.163324938	NaN	-1.638	NaN	NaN	NaN
1783403779.140154797	NaN	-1.992	NaN	NaN	NaN
1783403780.169203167	NaN	-2.427	NaN	NaN	NaN
1783403781.158034540	NaN	-3.423	NaN	NaN	NaN
1783403782.167425431	NaN	3.588	NaN	NaN	NaN
1783403783.141662131	NaN	3.477	NaN	NaN	NaN
1783403784.162714790	NaN	3.403	NaN	NaN	NaN
1783403785.138300774	NaN	3.198	NaN	NaN	NaN
1783403786.172605469	NaN	1.587	NaN	NaN	NaN
1783403787.151244117	NaN	0.433	NaN	NaN	NaN
1783403788.179093914	NaN	0.407	NaN	NaN	NaN
1783403789.135712310	NaN	0.058	NaN	NaN	NaN
1783403790.172294240	NaN	-0.865	NaN	NaN	NaN
1783403791.142779932	NaN	-3.205	NaN	NaN	NaN
