host_epoch	tp_offset_ns	quant_err_ns	fix_type	num_sv	survey_valid
1784090497.154608520	NaN	NaN	NaN	20	NaN
1784090497.160281830	NaN	0.645	NaN	NaN	NaN
1784090497.165421927	NaN	NaN	NaN	20	NaN
1784090497.170545071	NaN	-2.185	NaN	NaN	NaN
1784090497.175690565	NaN	NaN	NaN	19	NaN
1784090497.180891111	NaN	3.749	NaN	NaN	NaN
1784090497.186039803	NaN	NaN	NaN	20	NaN
1784090497.191098456	NaN	1.516	NaN	NaN	NaN
1784090497.196048193	NaN	NaN	NaN	10	NaN
1784090497.200945407	NaN	-1.523	NaN	NaN	NaN
1784090497.205939662	NaN	NaN	NaN	18	NaN
1784090497.210882767	NaN	3.681	NaN	NaN	NaN
1784090497.215838611	NaN	NaN	NaN	18	NaN
1784090497.220792595	NaN	0.764	NaN	NaN	NaN
1784090497.225723742	NaN	NaN	NaN	18	NaN
1784090497.230690958	NaN	-2.139	NaN	NaN	NaN
1784090497.235665082	NaN	NaN	NaN	19	NaN
1784090497.240580860	NaN	2.992	NaN	NaN	NaN
1784090505.120148584	NaN	NaN	NaN	19	NaN
1784090505.125212052	NaN	0.053	NaN	NaN	NaN
1784090505.130439916	NaN	NaN	NaN	18	NaN
1784090505.135642290	NaN	-2.987	NaN	NaN	NaN
1784090505.140815644	NaN	NaN	NaN	16	NaN
1784090505.145981470	NaN	1.968	NaN	NaN	NaN
1784090505.151197857	NaN	NaN	NaN	18	NaN
1784090505.156237500	NaN	-1.185	NaN	NaN	NaN
1784090505.161257972	NaN	NaN	NaN	19	NaN
1784090505.166258104	NaN	-3.977	NaN	NaN	NaN
1784090505.171357263	NaN	NaN	NaN	18	NaN
1784090505.176327591	NaN	0.628	NaN	NaN	NaN
1784090505.181401431	NaN	NaN	NaN	20	NaN
1784090505.186458057	NaN	-2.455	NaN	NaN	NaN
1784090505.191464757	NaN	NaN	NaN	18	NaN
1784090505.196459457	NaN	2.3	NaN	NaN	NaN
1784090505.201459772	NaN	NaN	NaN	18	NaN
1784090514.116907311	NaN	-0.339	NaN	NaN	NaN
1784090514.122038330	NaN	NaN	NaN	18	NaN
1784090514.127188775	NaN	-3.135	NaN	NaN	NaN
1784090514.132425017	NaN	NaN	NaN	18	NaN
1784090514.137417771	NaN	1.917	NaN	NaN	NaN
1784090514.142306044	NaN	NaN	NaN	17	NaN
1784090514.147403423	NaN	-0.441	NaN	NaN	NaN
1784090514.152260625	NaN	NaN	NaN	17	NaN
1784090514.157221418	NaN	-3.215	NaN	NaN	NaN
1784090514.162211149	NaN	NaN	NaN	18	NaN
1784090514.167078208	NaN	1.48	NaN	NaN	NaN
1784090514.171884689	NaN	NaN	NaN	19	NaN
1784090514.176720646	NaN	-1.507	NaN	NaN	NaN
1784090514.181683320	NaN	NaN	NaN	19	NaN
1784090514.186589338	NaN	3.663	NaN	NaN	NaN
1784090514.191499588	NaN	NaN	NaN	20	NaN
1784090514.196407044	NaN	1.301	NaN	NaN	NaN
1784090514.201247268	NaN	NaN	NaN	20	NaN
1784090526.124035259	NaN	-1.281	NaN	NaN	NaN
1784090526.129594352	NaN	NaN	NaN	18	NaN
1784090526.134709576	NaN	-3.887	NaN	NaN	NaN
1784090526.139970308	NaN	NaN	NaN	19	NaN
1784090526.145336367	NaN	1.322	NaN	NaN	NaN
1784090526.150373060	NaN	NaN	NaN	19	NaN
1784090526.155406690	NaN	-1.302	NaN	NaN	NaN
1784090526.160668154	NaN	NaN	NaN	20	NaN
1784090526.165713308	NaN	3.416	NaN	NaN	NaN
1784090526.170812240	NaN	NaN	NaN	18	NaN
1784090526.175704385	NaN	0.476	NaN	NaN	NaN
1784090526.180731801	NaN	NaN	NaN	20	NaN
1784090526.185596904	NaN	-2.006	NaN	NaN	NaN
1784090526.190482975	NaN	NaN	NaN	20	NaN
1784090526.195419383	NaN	3.44	NaN	NaN	NaN
1784090526.200271954	NaN	NaN	NaN	19	NaN
1784090526.205153388	NaN	0.841	NaN	NaN	NaN
1784090526.210009127	NaN	NaN	NaN	19	NaN
1784090526.214865633	NaN	-2.28	NaN	NaN	NaN
1784090526.219851419	NaN	NaN	NaN	18	NaN
1784090526.224706716	NaN	2.544	NaN	NaN	NaN
1784090526.229559501	NaN	NaN	NaN	17	NaN
1784090526.234403281	NaN	-0.59	NaN	NaN	NaN
1784090538.121074849	NaN	NaN	NaN	18	NaN
1784090538.126143607	NaN	-3.567	NaN	NaN	NaN
1784090538.131441413	NaN	NaN	NaN	18	NaN
1784090538.136573392	NaN	1.499	NaN	NaN	NaN
1784090538.141679006	NaN	NaN	NaN	19	NaN
1784090538.146903252	NaN	-1.396	NaN	NaN	NaN
1784090538.151903323	NaN	NaN	NaN	19	NaN
1784090538.157092856	NaN	-3.752	NaN	NaN	NaN
1784090538.162380097	NaN	NaN	NaN	21	NaN
1784090538.167398348	NaN	1.28	NaN	NaN	NaN
1784090538.172413500	NaN	NaN	NaN	20	NaN
1784090538.177269577	NaN	-2.054	NaN	NaN	NaN
1784090538.182402323	NaN	NaN	NaN	21	NaN
1784090538.187436934	NaN	2.685	NaN	NaN	NaN
1784090538.192466179	NaN	NaN	NaN	21	NaN
1784090538.197476287	NaN	-0.568	NaN	NaN	NaN
1784090538.202511966	NaN	NaN	NaN	20	NaN
1784090538.207634956	NaN	-3.374	NaN	NaN	NaN
1784090538.212660615	NaN	NaN	NaN	22	NaN
1784090538.217650427	NaN	1.57	NaN	NaN	NaN
1784090538.222681584	NaN	NaN	NaN	21	NaN
1784090538.227718271	NaN	-2.664	NaN	NaN	NaN
1784090538.232727370	NaN	NaN	NaN	21	NaN
1784090538.237722780	NaN	1.868	NaN	NaN	NaN
1784090550.122500866	NaN	NaN	NaN	19	NaN
1784090550.127763168	NaN	-1.25	NaN	NaN	NaN
1784090550.132844398	NaN	NaN	NaN	20	NaN
1784090550.138019613	NaN	2.704	NaN	NaN	NaN
1784090550.143279842	NaN	NaN	NaN	20	NaN
1784090550.148380576	NaN	-1.205	NaN	NaN	NaN
1784090550.153503833	NaN	NaN	NaN	20	NaN
1784090550.158789616	NaN	3.13	NaN	NaN	NaN
1784090550.163936875	NaN	NaN	NaN	19	NaN
1784090550.168915555	NaN	-0.51	NaN	NaN	NaN
1784090550.173958600	NaN	NaN	NaN	19	NaN
1784090550.178934150	NaN	-3.894	NaN	NaN	NaN
1784090550.183928590	NaN	NaN	NaN	19	NaN
1784090550.188933668	NaN	0.189	NaN	NaN	NaN
1784090550.193918602	NaN	NaN	NaN	20	NaN
1784090550.198849662	NaN	-3.287	NaN	NaN	NaN
1784090550.203870934	NaN	NaN	NaN	19	NaN
1784090550.208827392	NaN	1.355	NaN	NaN	NaN
1784090550.213800660	NaN	NaN	NaN	18	NaN
1784090550.218787116	NaN	-1.862	NaN	NaN	NaN
1784090550.223770651	NaN	NaN	NaN	18	NaN
1784090550.228850361	NaN	2.19	NaN	NaN	NaN
1784090550.233959682	NaN	NaN	NaN	17	NaN
1784090550.239129652	NaN	-1.068	NaN	NaN	NaN
1784090550.244516610	NaN	NaN	NaN	20	NaN
1784090563.127981293	NaN	3.527	NaN	NaN	NaN
1784090563.133150585	NaN	NaN	NaN	21	NaN
1784090563.138128030	NaN	0.218	NaN	NaN	NaN
1784090563.143214361	NaN	NaN	NaN	19	NaN
1784090563.148285664	NaN	-3.548	NaN	NaN	NaN
1784090563.153439166	NaN	NaN	NaN	19	NaN
1784090563.158569484	NaN	1.035	NaN	NaN	NaN
1784090563.163563593	NaN	NaN	NaN	19	NaN
1784090563.168511712	NaN	-1.601	NaN	NaN	NaN
1784090563.173495730	NaN	NaN	NaN	17	NaN
1784090563.178452824	NaN	3.163	NaN	NaN	NaN
1784090563.183417125	NaN	NaN	NaN	18	NaN
1784090563.188461038	NaN	0.123	NaN	NaN	NaN
1784090563.193694949	NaN	NaN	NaN	18	NaN
1784090563.198798179	NaN	-2.581	NaN	NaN	NaN
1784090563.204053227	NaN	NaN	NaN	19	NaN
1784090563.209321625	NaN	1.939	NaN	NaN	NaN
1784090563.214622600	NaN	NaN	NaN	18	NaN
1784090563.219724611	NaN	-1.67	NaN	NaN	NaN
1784090563.224914201	NaN	NaN	NaN	20	NaN
1784090563.230083239	NaN	2.897	NaN	NaN	NaN
1784090563.235221260	NaN	NaN	NaN	18	NaN
1784090563.240416301	NaN	-0.259	NaN	NaN	NaN
1784090563.245514068	NaN	NaN	NaN	16	NaN
1784090563.250586893	NaN	-3.31	NaN	NaN	NaN
1784090575.116482056	NaN	NaN	NaN	18	NaN
1784090575.121568877	NaN	0.49	NaN	NaN	NaN
1784090575.126647528	NaN	NaN	NaN	18	NaN
1784090575.131731834	NaN	-3.005	NaN	NaN	NaN
1784090575.136849996	NaN	NaN	NaN	17	NaN
1784090575.141933854	NaN	1.33	NaN	NaN	NaN
1784090575.147038136	NaN	NaN	NaN	16	NaN
1784090575.152135075	NaN	-2.257	NaN	NaN	NaN
1784090575.157144245	NaN	NaN	NaN	15	NaN
1784090575.162165706	NaN	0.663	NaN	NaN	NaN
1784090575.166998129	NaN	NaN	NaN	18	NaN
1784090575.171877979	NaN	-3.997	NaN	NaN	NaN
1784090575.176772419	NaN	NaN	NaN	16	NaN
1784090575.181613132	NaN	-0.969	NaN	NaN	NaN
1784090575.186464473	NaN	NaN	NaN	17	NaN
1784090575.191285951	NaN	2.546	NaN	NaN	NaN
1784090575.196258595	NaN	NaN	NaN	19	NaN
1784090575.201110312	NaN	-1.266	NaN	NaN	NaN
1784090575.206004387	NaN	NaN	NaN	18	NaN
1784090575.210873677	NaN	1.745	NaN	NaN	NaN
1784090575.215804203	NaN	NaN	NaN	17	NaN
1784090575.220667389	NaN	-2.293	NaN	NaN	NaN
1784090575.225655234	NaN	NaN	NaN	20	NaN
1784090575.230627718	NaN	0.164	NaN	NaN	NaN
1784090575.235641651	NaN	NaN	NaN	20	NaN
1784090588.137902775	NaN	3.797	NaN	NaN	NaN
1784090588.143245059	NaN	NaN	NaN	21	NaN
1784090588.148438667	NaN	-1.139	NaN	NaN	NaN
1784090588.153608545	NaN	NaN	NaN	20	NaN
1784090588.158811189	NaN	2.448	NaN	NaN	NaN
1784090588.163978078	NaN	NaN	NaN	21	NaN
1784090588.169162563	NaN	-1.748	NaN	NaN	NaN
1784090588.174300286	NaN	NaN	NaN	21	NaN
1784090588.179494938	NaN	0.97	NaN	NaN	NaN
1784090588.184638166	NaN	NaN	NaN	21	NaN
1784090588.189765481	NaN	3.653	NaN	NaN	NaN
1784090588.194912573	NaN	NaN	NaN	21	NaN
1784090588.200063709	NaN	-1.35	NaN	NaN	NaN
1784090588.205164103	NaN	NaN	NaN	21	NaN
1784090588.210205171	NaN	1.392	NaN	NaN	NaN
1784090588.215170319	NaN	NaN	NaN	21	NaN
1784090588.220171386	NaN	-3.467	NaN	NaN	NaN
1784090588.225174990	NaN	NaN	NaN	22	NaN
1784090588.230122957	NaN	-0.283	NaN	NaN	NaN
1784090588.235112878	NaN	NaN	NaN	19	NaN
1784090588.240021901	NaN	2.782	NaN	NaN	NaN
1784090588.245109258	NaN	NaN	NaN	20	NaN
1784090588.250059601	NaN	-2.85	NaN	NaN	NaN
1784090588.255050917	NaN	NaN	NaN	21	NaN
1784090588.260054489	NaN	-0.427	NaN	NaN	NaN
1784090600.137179239	NaN	NaN	NaN	20	NaN
1784090600.142337523	NaN	2.358	NaN	NaN	NaN
1784090600.147449607	NaN	NaN	NaN	20	NaN
1784090600.152547970	NaN	-1.853	NaN	NaN	NaN
1784090600.157753092	NaN	NaN	NaN	20	NaN
1784090600.162941133	NaN	0.989	NaN	NaN	NaN
1784090600.168086223	NaN	NaN	NaN	20	NaN
1784090600.173230957	NaN	3.693	NaN	NaN	NaN
1784090600.178450286	NaN	NaN	NaN	18	NaN
1784090600.183637103	NaN	-0.401	NaN	NaN	NaN
1784090600.188735134	NaN	NaN	NaN	18	NaN
1784090600.193844115	NaN	1.963	NaN	NaN	NaN
1784090600.198974060	NaN	NaN	NaN	19	NaN
1784090600.203950803	NaN	-2.962	NaN	NaN	NaN
1784090600.208907148	NaN	NaN	NaN	20	NaN
1784090600.213881250	NaN	-0.558	NaN	NaN	NaN
1784090600.218849925	NaN	NaN	NaN	20	NaN
1784090600.223805533	NaN	2.117	NaN	NaN	NaN
1784090600.228800610	NaN	NaN	NaN	19	NaN
1784090600.233749919	NaN	-3.38	NaN	NaN	NaN
1784090600.238686364	NaN	NaN	NaN	20	NaN
1784090600.243619557	NaN	-0.491	NaN	NaN	NaN
1784090600.248591199	NaN	NaN	NaN	21	NaN
1784090600.253706973	NaN	1.644	NaN	NaN	NaN
1784090600.258690745	NaN	NaN	NaN	21	NaN
1784090610.153160535	NaN	3.654	NaN	NaN	NaN
1784090610.158488931	NaN	NaN	NaN	21	NaN
1784090610.163459501	NaN	-1.879	NaN	NaN	NaN
1784090610.168313882	NaN	NaN	NaN	20	NaN
1784090610.173561724	NaN	0.223	NaN	NaN	NaN
1784090610.178874293	NaN	NaN	NaN	18	NaN
1784090610.183948041	NaN	2.217	NaN	NaN	NaN
1784090610.189089713	NaN	NaN	NaN	19	NaN
1784090610.194282397	NaN	-3.853	NaN	NaN	NaN
1784090610.199521338	NaN	NaN	NaN	19	NaN
1784090610.204595140	NaN	-1.903	NaN	NaN	NaN
1784090610.209880399	NaN	NaN	NaN	19	NaN
1784090610.214877195	NaN	0.0	NaN	NaN	NaN
1784090610.220025033	NaN	NaN	NaN	21	NaN
1784090610.225230848	NaN	1.228	NaN	NaN	NaN
1784090610.230659916	NaN	NaN	NaN	19	NaN
1784090610.235825499	NaN	2.75	NaN	NaN	NaN
1784090610.241089544	NaN	NaN	NaN	19	NaN
1784090610.246169430	NaN	3.635	NaN	NaN	NaN
1784090610.251276166	NaN	NaN	NaN	20	NaN
1784090619.115286220	NaN	-2.884	NaN	NaN	NaN
1784090619.120466995	NaN	NaN	NaN	20	NaN
1784090619.125600230	NaN	-1.778	NaN	NaN	NaN
1784090619.130671944	NaN	NaN	NaN	20	NaN
1784090619.135754201	NaN	-0.184	NaN	NaN	NaN
1784090619.140871450	NaN	NaN	NaN	20	NaN
1784090619.146792486	NaN	1.319	NaN	NaN	NaN
1784090619.151908247	NaN	NaN	NaN	20	NaN
1784090619.156924520	NaN	2.3	NaN	NaN	NaN
1784090619.161940941	NaN	NaN	NaN	20	NaN
1784090619.166859876	NaN	-3.942	NaN	NaN	NaN
1784090619.171777337	NaN	NaN	NaN	22	NaN
1784090619.176691690	NaN	-2.978	NaN	NaN	NaN
1784090619.181584496	NaN	NaN	NaN	22	NaN
1784090619.186477502	NaN	-1.777	NaN	NaN	NaN
1784090619.191532954	NaN	NaN	NaN	21	NaN
1784090619.196560904	NaN	-1.264	NaN	NaN	NaN
1784090619.201567985	NaN	NaN	NaN	22	NaN
1784090632.121274408	NaN	-0.195	NaN	NaN	NaN
1784090632.126925269	NaN	NaN	NaN	21	NaN
1784090632.131985495	NaN	0.961	NaN	NaN	NaN
1784090632.137057880	NaN	NaN	NaN	21	NaN
1784090632.142374636	NaN	1.663	NaN	NaN	NaN
1784090632.147476948	NaN	NaN	NaN	22	NaN
1784090632.152578571	NaN	1.982	NaN	NaN	NaN
1784090632.157908134	NaN	NaN	NaN	22	NaN
1784090632.162942700	NaN	2.409	NaN	NaN	NaN
1784090632.168022954	NaN	NaN	NaN	21	NaN
1784090632.173054951	NaN	3.445	NaN	NaN	NaN
1784090632.177969457	NaN	NaN	NaN	20	NaN
1784090632.182947194	NaN	-3.636	NaN	NaN	NaN
1784090632.188012270	NaN	NaN	NaN	22	NaN
1784090632.192941544	NaN	-3.443	NaN	NaN	NaN
1784090632.197951990	NaN	NaN	NaN	22	NaN
1784090632.202902623	NaN	-2.575	NaN	NaN	NaN
1784090632.207869768	NaN	NaN	NaN	21	NaN
1784090632.212784853	NaN	-2.057	NaN	NaN	NaN
1784090632.217779868	NaN	NaN	NaN	21	NaN
1784090632.222763894	NaN	-2.324	NaN	NaN	NaN
1784090632.227805856	NaN	NaN	NaN	20	NaN
1784090632.232758116	NaN	-2.873	NaN	NaN	NaN
1784090632.237698970	NaN	NaN	NaN	21	NaN
1784090632.242732497	NaN	-2.642	NaN	NaN	NaN
1784090644.121166740	NaN	NaN	NaN	20	NaN
1784090644.126506410	NaN	-2.528	NaN	NaN	NaN
1784090644.131668235	NaN	NaN	NaN	20	NaN
1784090644.136795558	NaN	-2.093	NaN	NaN	NaN
1784090644.142101592	NaN	NaN	NaN	20	NaN
1784090644.147249185	NaN	-1.937	NaN	NaN	NaN
1784090644.152406805	NaN	NaN	NaN	20	NaN
1784090644.157811286	NaN	-1.717	NaN	NaN	NaN
1784090644.162925769	NaN	NaN	NaN	21	NaN
1784090644.168033273	NaN	-1.803	NaN	NaN	NaN
1784090644.173286512	NaN	NaN	NaN	21	NaN
1784090644.178344533	NaN	-1.843	NaN	NaN	NaN
1784090644.183374228	NaN	NaN	NaN	21	NaN
1784090644.188371433	NaN	-1.432	NaN	NaN	NaN
1784090644.193504207	NaN	NaN	NaN	21	NaN
1784090644.198515908	NaN	-1.113	NaN	NaN	NaN
1784090644.203553839	NaN	NaN	NaN	20	NaN
1784090644.208623884	NaN	-1.228	NaN	NaN	NaN
1784090644.213712683	NaN	NaN	NaN	20	NaN
1784090644.218603697	NaN	-0.768	NaN	NaN	NaN
1784090644.223521841	NaN	NaN	NaN	21	NaN
1784090644.228516001	NaN	-0.645	NaN	NaN	NaN
1784090644.233536466	NaN	NaN	NaN	21	NaN
1784090644.238720213	NaN	-0.484	NaN	NaN	NaN
1784090644.243744889	NaN	NaN	NaN	21	NaN
1784090657.119376764	NaN	-0.721	NaN	NaN	NaN
1784090657.124661630	NaN	NaN	NaN	21	NaN
1784090657.129790837	NaN	-0.295	NaN	NaN	NaN
1784090657.134886586	NaN	NaN	NaN	21	NaN
1784090657.140057600	NaN	0.08	NaN	NaN	NaN
1784090657.145152458	NaN	NaN	NaN	21	NaN
1784090657.150250100	NaN	0.419	NaN	NaN	NaN
1784090657.155306513	NaN	NaN	NaN	21	NaN
1784090657.160307281	NaN	1.119	NaN	NaN	NaN
1784090657.165269374	NaN	NaN	NaN	21	NaN
1784090657.170234868	NaN	2.249	NaN	NaN	NaN
1784090657.175159881	NaN	NaN	NaN	21	NaN
1784090657.180243888	NaN	2.845	NaN	NaN	NaN
1784090657.185369072	NaN	NaN	NaN	20	NaN
1784090657.190452310	NaN	2.912	NaN	NaN	NaN
1784090657.195539095	NaN	NaN	NaN	21	NaN
1784090657.200722306	NaN	2.744	NaN	NaN	NaN
1784090657.205744295	NaN	NaN	NaN	20	NaN
1784090657.210722919	NaN	3.234	NaN	NaN	NaN
1784090657.215681820	NaN	NaN	NaN	19	NaN
1784090657.220704065	NaN	-3.761	NaN	NaN	NaN
1784090657.225728643	NaN	NaN	NaN	21	NaN
1784090657.230743541	NaN	-3.193	NaN	NaN	NaN
1784090657.235705816	NaN	NaN	NaN	20	NaN
1784090657.240575409	NaN	-2.517	NaN	NaN	NaN
1784090669.126569587	NaN	NaN	NaN	21	NaN
1784090669.131662176	NaN	-1.869	NaN	NaN	NaN
1784090669.136870920	NaN	NaN	NaN	21	NaN
1784090669.141939831	NaN	-1.974	NaN	NaN	NaN
1784090669.147018548	NaN	NaN	NaN	21	NaN
1784090669.152114163	NaN	-1.459	NaN	NaN	NaN
1784090669.157276115	NaN	NaN	NaN	19	NaN
1784090669.162384361	NaN	-1.12	NaN	NaN	NaN
1784090669.167536490	NaN	NaN	NaN	21	NaN
1784090669.172670703	NaN	-0.924	NaN	NaN	NaN
1784090669.177881946	NaN	NaN	NaN	21	NaN
1784090669.182964551	NaN	-0.553	NaN	NaN	NaN
1784090669.187987716	NaN	NaN	NaN	21	NaN
1784090669.192947563	NaN	-0.14	NaN	NaN	NaN
1784090669.197911178	NaN	NaN	NaN	21	NaN
1784090669.202897903	NaN	0.327	NaN	NaN	NaN
1784090669.207865699	NaN	NaN	NaN	21	NaN
1784090669.212839448	NaN	0.439	NaN	NaN	NaN
1784090669.217832643	NaN	NaN	NaN	22	NaN
1784090669.222803467	NaN	0.352	NaN	NaN	NaN
1784090669.227780552	NaN	NaN	NaN	20	NaN
1784090669.232817650	NaN	0.104	NaN	NaN	NaN
1784090669.237752586	NaN	NaN	NaN	21	NaN
1784090669.242762518	NaN	-0.325	NaN	NaN	NaN
1784090669.247742911	NaN	NaN	NaN	22	NaN
1784090682.126495828	NaN	-0.585	NaN	NaN	NaN
1784090682.131631629	NaN	NaN	NaN	23	NaN
1784090682.136579035	NaN	-1.183	NaN	NaN	NaN
1784090682.141812001	NaN	NaN	NaN	20	NaN
1784090682.146967682	NaN	-1.196	NaN	NaN	NaN
1784090682.152125910	NaN	NaN	NaN	21	NaN
1784090682.157424274	NaN	-2.03	NaN	NaN	NaN
1784090682.162524049	NaN	NaN	NaN	22	NaN
1784090682.167666169	NaN	-3.122	NaN	NaN	NaN
1784090682.172778892	NaN	NaN	NaN	22	NaN
1784090682.177917825	NaN	3.715	NaN	NaN	NaN
1784090682.182896963	NaN	NaN	NaN	20	NaN
1784090682.187844455	NaN	2.367	NaN	NaN	NaN
1784090682.192888511	NaN	NaN	NaN	21	NaN
1784090682.197962239	NaN	1.862	NaN	NaN	NaN
1784090682.202922950	NaN	NaN	NaN	21	NaN
1784090682.207869436	NaN	1.596	NaN	NaN	NaN
1784090682.212842406	NaN	NaN	NaN	21	NaN
1784090682.217896369	NaN	0.794	NaN	NaN	NaN
1784090682.222889245	NaN	NaN	NaN	21	NaN
1784090682.227849478	NaN	0.056	NaN	NaN	NaN
1784090682.232813066	NaN	NaN	NaN	20	NaN
1784090682.237761168	NaN	-0.845	NaN	NaN	NaN
1784090682.242717938	NaN	NaN	NaN	20	NaN
1784090682.247652841	NaN	-2.178	NaN	NaN	NaN
1784090693.118272198	NaN	NaN	NaN	20	NaN
1784090693.123486692	NaN	3.748	NaN	NaN	NaN
1784090693.128516337	NaN	NaN	NaN	20	NaN
1784090693.133581966	NaN	2.579	NaN	NaN	NaN
1784090693.138712799	NaN	NaN	NaN	21	NaN
1784090693.144019069	NaN	1.619	NaN	NaN	NaN
1784090693.149005939	NaN	NaN	NaN	20	NaN
1784090693.154063564	NaN	0.683	NaN	NaN	NaN
1784090693.159138834	NaN	NaN	NaN	20	NaN
1784090693.164076753	NaN	-0.318	NaN	NaN	NaN
1784090693.169053806	NaN	NaN	NaN	21	NaN
1784090693.173917909	NaN	-2.199	NaN	NaN	NaN
1784090693.178867729	NaN	NaN	NaN	20	NaN
1784090693.183829622	NaN	3.522	NaN	NaN	NaN
1784090693.188736289	NaN	NaN	NaN	20	NaN
1784090693.193588948	NaN	1.942	NaN	NaN	NaN
1784090693.198556747	NaN	NaN	NaN	20	NaN
1784090693.203421353	NaN	0.795	NaN	NaN	NaN
1784090693.208327634	NaN	NaN	NaN	20	NaN
1784090693.213230078	NaN	-0.47	NaN	NaN	NaN
1784090693.218112054	NaN	NaN	NaN	20	NaN
1784090693.223177860	NaN	-1.701	NaN	NaN	NaN
1784090693.228032312	NaN	NaN	NaN	20	NaN
1784090705.119565548	NaN	-2.999	NaN	NaN	NaN
1784090705.124663194	NaN	NaN	NaN	20	NaN
1784090705.129709808	NaN	3.537	NaN	NaN	NaN
1784090705.134749616	NaN	NaN	NaN	20	NaN
1784090705.139905660	NaN	1.962	NaN	NaN	NaN
1784090705.145074152	NaN	NaN	NaN	20	NaN
1784090705.150171024	NaN	0.149	NaN	NaN	NaN
1784090705.155414559	NaN	NaN	NaN	18	NaN
1784090705.160382023	NaN	-1.986	NaN	NaN	NaN
1784090705.165364929	NaN	NaN	NaN	19	NaN
1784090705.170229331	NaN	3.45	NaN	NaN	NaN
1784090705.175131002	NaN	NaN	NaN	20	NaN
1784090705.180007678	NaN	1.354	NaN	NaN	NaN
1784090705.184870523	NaN	NaN	NaN	20	NaN
1784090705.189767022	NaN	-1.187	NaN	NaN	NaN
1784090705.194747467	NaN	NaN	NaN	21	NaN
1784090705.199624412	NaN	-3.235	NaN	NaN	NaN
1784090705.204512802	NaN	NaN	NaN	20	NaN
1784090705.209399529	NaN	3.013	NaN	NaN	NaN
1784090705.214363319	NaN	NaN	NaN	20	NaN
1784090705.219209249	NaN	1.095	NaN	NaN	NaN
1784090705.224106657	NaN	NaN	NaN	21	NaN
1784090705.228905277	NaN	-1.316	NaN	NaN	NaN
1784090705.233793326	NaN	NaN	NaN	20	NaN
1784090718.147428084	NaN	-3.908	NaN	NaN	NaN
1784090718.152595683	NaN	NaN	NaN	19	NaN
1784090718.157887280	NaN	2.124	NaN	NaN	NaN
1784090718.162973672	NaN	NaN	NaN	19	NaN
