host_epoch	tp_offset_ns	quant_err_ns	fix_type	num_sv	survey_valid
1700000056.0	NaN	-42.308	3	12	1
1700000057.0	NaN	-40.512	3	12	1
1700000058.0	NaN	-41.822	3	12	1
1700000059.0	NaN	-45.920	3	12	1
1700000060.0	NaN	-47.777	3	12	1
1700000061.0	NaN	-48.156	3	12	1
1700000062.0	NaN	-50.434	3	12	1
1700000063.0	NaN	-50.122	3	12	1
1700000064.0	NaN	-48.377	3	12	1
1700000065.0	NaN	-48.753	3	12	1
1700000066.0	NaN	-49.898	3	12	1
1700000067.0	NaN	-48.575	3	12	1
1700000068.0	NaN	-49.439	3	12	1
1700000069.0	NaN	-47.977	3	12	1
1700000070.0	NaN	-48.887	3	12	1
1700000071.0	NaN	-45.869	3	12	1
1700000072.0	NaN	-46.697	3	12	1
1700000073.0	NaN	-49.112	3	12	1
1700000074.0	NaN	-49.176	3	12	1
1700000075.0	NaN	-50.722	3	12	1
1700000076.0	NaN	-52.891	3	12	1
1700000077.0	NaN	-53.408	3	12	1
1700000078.0	NaN	-52.145	3	12	1
1700000079.0	NaN	-56.797	3	12	1
1700000080.0	NaN	-57.145	3	12	1
1700000081.0	NaN	-57.711	3	12	1
1700000082.0	NaN	-58.265	3	12	1
1700000083.0	NaN	-56.887	3	12	1
1700000084.0	NaN	-59.796	3	12	1
1700000085.0	NaN	-58.705	3	12	1
1700000086.0	NaN	-59.420	3	12	1
1700000087.0	NaN	-59.443	3	12	1
1700000088.0	NaN	-60.138	3	12	1
1700000089.0	NaN	-61.054	3	12	1
1700000090.0	NaN	-62.363	3	12	1
1700000091.0	NaN	-61.765	3	12	1
1700000092.0	NaN	-57.727	3	12	1
1700000093.0	NaN	-55.817	3	12	1
1700000094.0	NaN	-54.312	3	12	1
1700000095.0	NaN	-53.401	3	12	1
1700000096.0	NaN	-54.592	3	12	1
1700000097.0	NaN	-53.578	3	12	1
1700000098.0	NaN	-49.581	3	12	1
1700000099.0	NaN	-52.394	3	12	1
1700000100.0	NaN	-50.914	3	12	1
1700000101.0	NaN	-49.055	3	12	1
1700000102.0	NaN	-48.677	3	12	1
1700000103.0	NaN	-47.268	3	12	1
1700000104.0	NaN	-44.632	3	12	1
1700000105.0	NaN	-40.318	3	12	1
1700000106.0	NaN	-37.843	3	12	1
1700000107.0	NaN	-34.650	3	12	1
1700000108.0	NaN	-34.138	3	12	1
1700000109.0	NaN	-32.614	3	12	1
1700000110.0	NaN	-32.411	3	12	1
1700000111.0	NaN	-31.957	3	12	1
1700000112.0	NaN	-33.035	3	12	1
1700000113.0	NaN	-31.795	3	12	1
1700000114.0	NaN	-28.990	3	12	1
1700000115.0	NaN	-29.437	3	12	1
1700000116.0	NaN	-29.045	3	12	1
1700000117.0	NaN	-27.901	3	12	1
1700000118.0	NaN	-27.973	3	12	1
1700000119.0	NaN	-26.184	3	12	1
1700000120.0	NaN	-25.769	3	12	1
1700000121.0	NaN	-28.237	3	12	1
1700000122.0	NaN	-30.419	3	12	1
1700000123.0	NaN	-29.044	3	12	1
1700000124.0	NaN	-27.861	3	12	1
1700000125.0	NaN	-25.719	3	12	1
1700000126.0	NaN	-25.299	3	12	1
1700000127.0	NaN	-24.970	3	12	1
1700000128.0	NaN	-28.236	3	12	1
1700000129.0	NaN	-25.495	3	12	1
1700000130.0	NaN	-27.434	3	12	1
1700000131.0	NaN	-25.404	3	12	1
1700000132.0	NaN	-27.782	3	12	1
1700000133.0	NaN	-29.191	3	12	1
1700000134.0	NaN	-28.948	3	12	1
1700000135.0	NaN	-29.875	3	12	1
1700000136.0	NaN	-31.352	3	12	1
1700000137.0	NaN	-29.606	3	12	1
1700000138.0	NaN	-28.302	3	12	1
1700000139.0	NaN	-27.564	3	12	1
1700000140.0	NaN	-28.304	3	12	1
1700000141.0	NaN	-30.024	3	12	1
1700000142.0	NaN	-31.041	3	12	1
1700000143.0	NaN	-32.151	3	12	1
1700000144.0	NaN	-32.254	3	12	1
1700000145.0	NaN	-30.755	3	12	1
1700000146.0	NaN	-31.142	3	12	1
1700000147.0	NaN	-32.783	3	12	1
1700000148.0	NaN	-34.073	3	12	1
1700000149.0	NaN	-31.534	3	12	1
1700000150.0	NaN	-31.245	3	12	1
1700000151.0	NaN	-30.811	3	12	1
1700000152.0	NaN	-30.282	3	12	1
1700000153.0	NaN	-29.123	3	12	1
1700000154.0	NaN	-28.875	3	12	1
1700000155.0	NaN	-26.535	3	12	1
1700000156.0	NaN	-24.926	3	12	1
1700000157.0	NaN	-30.647	3	12	1
1700000158.0	NaN	-30.944	3	12	1
1700000159.0	NaN	-25.034	3	12	1
1700000160.0	NaN	-27.630	3	12	1
1700000161.0	NaN	-27.392	3	12	1
1700000162.0	NaN	-25.235	3	12	1
1700000163.0	NaN	-25.248	3	12	1
1700000164.0	NaN	-22.573	3	12	1
1700000165.0	NaN	-25.125	3	12	1
1700000166.0	NaN	-27.649	3	12	1
1700000167.0	NaN	-28.037	3	12	1
1700000168.0	NaN	-29.528	3	12	1
1700000169.0	NaN	-31.692	3	12	1
1700000170.0	NaN	-30.555	3	12	1
1700000171.0	NaN	-30.017	3	12	1
1700000172.0	NaN	-30.001	3	12	1
1700000173.0	NaN	-30.817	3	12	1
1700000174.0	NaN	-30.290	3	12	1
1700000175.0	NaN	-30.534	3	12	1
1700000176.0	NaN	-31.998	3	12	1
1700000177.0	NaN	-30.972	3	12	1
1700000178.0	NaN	-30.229	3	12	1
1700000179.0	NaN	-30.067	3	12	1
1700000180.0	NaN	-28.676	3	12	1
1700000181.0	NaN	-30.892	3	12	1
1700000182.0	NaN	-31.183	3	12	1
1700000183.0	NaN	-32.233	3	12	1
1700000184.0	NaN	-29.567	3	12	1
1700000185.0	NaN	-28.549	3	12	1
1700000186.0	NaN	-24.315	3	12	1
1700000187.0	NaN	-21.169	3	12	1
1700000188.0	NaN	-21.912	3	12	1
1700000189.0	NaN	-24.101	3	12	1
1700000190.0	NaN	-23.133	3	12	1
1700000191.0	NaN	-23.699	3	12	1
1700000192.0	NaN	-24.016	3	12	1
1700000193.0	NaN	-26.139	3	12	1
1700000194.0	NaN	-24.937	3	12	1
1700000195.0	NaN	-24.565	3	12	1
1700000196.0	NaN	-23.759	3	12	1
1700000197.0	NaN	-23.139	3	12	1
1700000198.0	NaN	-24.945	3	12	1
1700000199.0	NaN	-29.424	3	12	1
1700000200.0	NaN	-29.967	3	12	1
1700000201.0	NaN	-31.238	3	12	1
1700000202.0	NaN	-32.296	3	12	1
1700000203.0	NaN	-30.377	3	12	1
1700000204.0	NaN	-30.576	3	12	1
1700000205.0	NaN	-27.557	3	12	1
1700000206.0	NaN	-27.193	3	12	1
1700000207.0	NaN	-25.818	3	12	1
1700000208.0	NaN	-24.803	3	12	1
1700000209.0	NaN	-23.192	3	12	1
1700000210.0	NaN	-25.709	3	12	1
1700000211.0	NaN	-23.528	3	12	1
1700000212.0	NaN	-23.312	3	12	1
1700000213.0	NaN	-25.265	3	12	1
1700000214.0	NaN	-24.037	3	12	1
1700000215.0	NaN	-23.346	3	12	1
1700000216.0	NaN	-20.771	3	12	1
1700000217.0	NaN	-19.308	3	12	1
1700000218.0	NaN	-18.576	3	12	1
1700000219.0	NaN	-21.841	3	12	1
1700000220.0	NaN	-18.489	3	12	1
1700000221.0	NaN	-15.515	3	12	1
1700000222.0	NaN	-13.963	3	12	1
1700000223.0	NaN	-13.041	3	12	1
1700000224.0	NaN	-10.606	3	12	1
1700000225.0	NaN	-12.340	3	12	1
1700000226.0	NaN	-10.938	3	12	1
1700000227.0	NaN	-10.893	3	12	1
1700000228.0	NaN	-12.897	3	12	1
1700000229.0	NaN	-12.162	3	12	1
1700000230.0	NaN	-11.456	3	12	1
1700000231.0	NaN	-8.048	3	12	1
1700000232.0	NaN	-6.160	3	12	1
1700000233.0	NaN	-9.366	3	12	1
1700000234.0	NaN	-13.291	3	12	1
1700000235.0	NaN	-13.449	3	12	1
1700000236.0	NaN	-13.867	3	12	1
1700000237.0	NaN	-15.740	3	12	1
1700000238.0	NaN	-18.656	3	12	1
1700000239.0	NaN	-19.045	3	12	1
1700000240.0	NaN	-21.360	3	12	1
1700000241.0	NaN	-22.743	3	12	1
1700000242.0	NaN	-21.019	3	12	1
1700000243.0	NaN	-20.542	3	12	1
1700000244.0	NaN	-22.051	3	12	1
1700000245.0	NaN	-24.299	3	12	1
1700000246.0	NaN	-24.674	3	12	1
1700000247.0	NaN	-21.207	3	12	1
1700000248.0	NaN	-22.221	3	12	1
1700000249.0	NaN	-18.760	3	12	1
1700000250.0	NaN	-20.334	3	12	1
1700000251.0	NaN	-20.755	3	12	1
1700000252.0	NaN	-19.365	3	12	1
1700000253.0	NaN	-20.911	3	12	1
1700000254.0	NaN	-20.802	3	12	1
1700000255.0	NaN	-23.512	3	12	1
1700000256.0	NaN	-22.188	3	12	1
1700000257.0	NaN	-19.872	3	12	1
1700000258.0	NaN	-21.172	3	12	1
1700000259.0	NaN	-20.801	3	12	1
1700000260.0	NaN	-21.618	3	12	1
1700000261.0	NaN	-25.935	3	12	1
1700000262.0	NaN	-20.446	3	12	1
1700000263.0	NaN	-19.188	3	12	1
1700000264.0	NaN	-17.535	3	12	1
1700000265.0	NaN	-16.760	3	12	1
1700000266.0	NaN	-16.414	3	12	1
1700000267.0	NaN	-11.674	3	12	1
1700000268.0	NaN	-15.327	3	12	1
1700000269.0	NaN	-15.954	3	12	1
1700000270.0	NaN	-16.795	3	12	1
1700000271.0	NaN	-17.212	3	12	1
1700000272.0	NaN	-15.821	3	12	1
1700000273.0	NaN	-17.266	3	12	1
1700000274.0	NaN	-19.922	3	12	1
1700000275.0	NaN	-22.181	3	12	1
1700000276.0	NaN	-21.268	3	12	1
1700000277.0	NaN	-19.366	3	12	1
1700000278.0	NaN	-17.750	3	12	1
1700000279.0	NaN	-14.557	3	12	1
1700000280.0	NaN	-15.596	3	12	1
1700000281.0	NaN	-13.611	3	12	1
1700000282.0	NaN	-12.242	3	12	1
1700000283.0	NaN	-12.575	3	12	1
1700000284.0	NaN	-14.081	3	12	1
1700000285.0	NaN	-12.325	3	12	1
1700000286.0	NaN	-13.689	3	12	1
1700000287.0	NaN	-14.278	3	12	1
1700000288.0	NaN	-16.226	3	12	1
1700000289.0	NaN	-12.733	3	12	1
1700000290.0	NaN	-12.840	3	12	1
1700000291.0	NaN	-13.841	3	12	1
1700000292.0	NaN	-14.339	3	12	1
1700000293.0	NaN	-14.795	3	12	1
1700000294.0	NaN	-14.618	3	12	1
1700000295.0	NaN	-18.034	3	12	1
1700000296.0	NaN	-20.361	3	12	1
1700000297.0	NaN	-19.350	3	12	1
1700000298.0	NaN	-17.185	3	12	1
1700000299.0	NaN	-19.210	3	12	1
1700000300.0	NaN	-18.986	3	12	1
1700000301.0	NaN	-20.141	3	12	1
1700000302.0	NaN	-24.695	3	12	1
1700000303.0	NaN	-25.321	3	12	1
1700000304.0	NaN	-27.495	3	12	1
1700000305.0	NaN	-25.754	3	12	1
1700000306.0	NaN	-26.178	3	12	1
1700000307.0	NaN	-26.258	3	12	1
1700000308.0	NaN	-29.189	3	12	1
1700000309.0	NaN	-28.904	3	12	1
1700000310.0	NaN	-32.804	3	12	1
1700000311.0	NaN	-32.368	3	12	1
1700000312.0	NaN	-29.615	3	12	1
1700000313.0	NaN	-32.044	3	12	1
1700000314.0	NaN	-30.342	3	12	1
1700000315.0	NaN	-27.532	3	12	1
1700000316.0	NaN	-27.937	3	12	1
1700000317.0	NaN	-25.707	3	12	1
1700000318.0	NaN	-25.545	3	12	1
1700000319.0	NaN	-26.536	3	12	1
1700000320.0	NaN	-30.560	3	12	1
1700000321.0	NaN	-32.722	3	12	1
1700000322.0	NaN	-35.701	3	12	1
1700000323.0	NaN	-30.938	3	12	1
1700000324.0	NaN	-30.423	3	12	1
1700000325.0	NaN	-30.774	3	12	1
1700000326.0	NaN	-33.483	3	12	1
1700000327.0	NaN	-30.040	3	12	1
1700000328.0	NaN	-32.370	3	12	1
1700000329.0	NaN	-29.400	3	12	1
1700000330.0	NaN	-27.230	3	12	1
1700000331.0	NaN	-27.088	3	12	1
1700000332.0	NaN	-28.415	3	12	1
1700000333.0	NaN	-28.511	3	12	1
1700000334.0	NaN	-31.166	3	12	1
1700000335.0	NaN	-29.868	3	12	1
1700000336.0	NaN	-26.498	3	12	1
1700000337.0	NaN	-24.714	3	12	1
1700000338.0	NaN	-22.616	3	12	1
1700000339.0	NaN	-24.018	3	12	1
1700000340.0	NaN	-23.405	3	12	1
1700000341.0	NaN	-25.459	3	12	1
1700000342.0	NaN	-26.364	3	12	1
1700000343.0	NaN	-24.908	3	12	1
1700000344.0	NaN	-19.896	3	12	1
1700000345.0	NaN	-19.756	3	12	1
1700000346.0	NaN	-19.687	3	12	1
1700000347.0	NaN	-23.482	3	12	1
1700000348.0	NaN	-23.133	3	12	1
1700000349.0	NaN	-24.958	3	12	1
1700000350.0	NaN	-27.771	3	12	1
1700000351.0	NaN	-30.755	3	12	1
1700000352.0	NaN	-30.473	3	12	1
1700000353.0	NaN	-31.275	3	12	1
1700000354.0	NaN	-29.918	3	12	1
1700000355.0	NaN	-30.390	3	12	1
1700000356.0	NaN	-30.399	3	12	1
1700000357.0	NaN	-27.462	3	12	1
1700000358.0	NaN	-25.852	3	12	1
1700000359.0	NaN	-24.315	3	12	1
1700000360.0	NaN	-21.359	3	12	1
1700000361.0	NaN	-20.923	3	12	1
1700000362.0	NaN	-22.912	3	12	1
1700000363.0	NaN	-24.510	3	12	1
1700000364.0	NaN	-27.646	3	12	1
1700000365.0	NaN	-26.939	3	12	1
1700000366.0	NaN	-27.751	3	12	1
1700000367.0	NaN	-26.727	3	12	1
1700000368.0	NaN	-25.054	3	12	1
1700000369.0	NaN	-26.685	3	12	1
1700000370.0	NaN	-26.316	3	12	1
1700000371.0	NaN	-23.768	3	12	1
1700000372.0	NaN	-23.602	3	12	1
1700000373.0	NaN	-21.732	3	12	1
1700000374.0	NaN	-22.126	3	12	1
1700000375.0	NaN	-24.034	3	12	1
1700000376.0	NaN	-24.498	3	12	1
1700000377.0	NaN	-28.283	3	12	1
1700000378.0	NaN	-26.861	3	12	1
1700000379.0	NaN	-27.900	3	12	1
1700000380.0	NaN	-25.199	3	12	1
1700000381.0	NaN	-27.673	3	12	1
1700000382.0	NaN	-27.420	3	12	1
1700000383.0	NaN	-26.733	3	12	1
1700000384.0	NaN	-27.141	3	12	1
1700000385.0	NaN	-26.374	3	12	1
1700000386.0	NaN	-27.895	3	12	1
1700000387.0	NaN	-30.057	3	12	1
1700000388.0	NaN	-32.892	3	12	1
1700000389.0	NaN	-34.031	3	12	1
1700000390.0	NaN	-35.673	3	12	1
1700000391.0	NaN	-35.196	3	12	1
1700000392.0	NaN	-35.940	3	12	1
1700000393.0	NaN	-37.273	3	12	1
1700000394.0	NaN	-38.754	3	12	1
1700000395.0	NaN	-42.584	3	12	1
1700000396.0	NaN	-43.327	3	12	1
1700000397.0	NaN	-42.493	3	12	1
1700000398.0	NaN	-45.182	3	12	1
1700000399.0	NaN	-45.702	3	12	1
1700000400.0	NaN	-44.341	3	12	1
1700000401.0	NaN	-45.744	3	12	1
1700000402.0	NaN	-45.360	3	12	1
1700000403.0	NaN	-46.225	3	12	1
1700000404.0	NaN	-41.269	3	12	1
1700000405.0	NaN	-38.450	3	12	1
1700000406.0	NaN	-36.060	3	12	1
1700000407.0	NaN	-37.442	3	12	1
1700000408.0	NaN	-36.131	3	12	1
1700000409.0	NaN	-36.465	3	12	1
1700000410.0	NaN	-35.736	3	12	1
1700000411.0	NaN	-36.900	3	12	1
1700000412.0	NaN	-36.580	3	12	1
1700000413.0	NaN	-38.133	3	12	1
1700000414.0	NaN	-37.541	3	12	1
1700000415.0	NaN	-33.981	3	12	1
1700000416.0	NaN	-36.758	3	12	1
1700000417.0	NaN	-39.428	3	12	1
1700000418.0	NaN	-38.409	3	12	1
1700000419.0	NaN	-36.803	3	12	1
1700000420.0	NaN	-37.563	3	12	1
1700000421.0	NaN	-36.368	3	12	1
1700000422.0	NaN	-35.505	3	12	1
1700000423.0	NaN	-34.388	3	12	1
1700000424.0	NaN	-31.590	3	12	1
1700000425.0	NaN	-32.907	3	12	1
1700000426.0	NaN	-31.569	3	12	1
1700000427.0	NaN	-31.162	3	12	1
1700000428.0	NaN	-32.561	3	12	1
1700000429.0	NaN	-31.543	3	12	1
1700000430.0	NaN	-34.185	3	12	1
1700000431.0	NaN	-37.203	3	12	1
1700000432.0	NaN	-35.018	3	12	1
1700000433.0	NaN	-37.267	3	12	1
1700000434.0	NaN	-33.831	3	12	1
1700000435.0	NaN	-31.719	3	12	1
1700000436.0	NaN	-32.780	3	12	1
1700000437.0	NaN	-34.575	3	12	1
1700000438.0	NaN	-39.108	3	12	1
1700000439.0	NaN	-39.264	3	12	1
1700000440.0	NaN	-42.596	3	12	1
1700000441.0	NaN	-39.404	3	12	1
1700000442.0	NaN	-42.832	3	12	1
1700000443.0	NaN	-42.709	3	12	1
1700000444.0	NaN	-48.269	3	12	1
1700000445.0	NaN	-48.991	3	12	1
1700000446.0	NaN	-46.294	3	12	1
1700000447.0	NaN	-47.209	3	12	1
1700000448.0	NaN	-48.890	3	12	1
1700000449.0	NaN	-49.871	3	12	1
1700000450.0	NaN	-49.112	3	12	1
1700000451.0	NaN	-47.308	3	12	1
1700000452.0	NaN	-47.799	3	12	1
1700000453.0	NaN	-51.987	3	12	1
1700000454.0	NaN	-51.367	3	12	1
1700000455.0	NaN	-49.389	3	12	1
1700000456.0	NaN	-44.702	3	12	1
1700000457.0	NaN	-44.369	3	12	1
1700000458.0	NaN	-44.027	3	12	1
1700000459.0	NaN	-45.144	3	12	1
1700000460.0	NaN	-43.623	3	12	1
1700000461.0	NaN	-40.021	3	12	1
1700000462.0	NaN	-42.071	3	12	1
1700000463.0	NaN	-41.916	3	12	1
1700000464.0	NaN	-44.052	3	12	1
1700000465.0	NaN	-45.470	3	12	1
1700000466.0	NaN	-45.859	3	12	1
1700000467.0	NaN	-44.863	3	12	1
1700000468.0	NaN	-46.584	3	12	1
1700000469.0	NaN	-47.199	3	12	1
1700000470.0	NaN	-44.416	3	12	1
1700000471.0	NaN	-43.396	3	12	1
1700000472.0	NaN	-41.981	3	12	1
1700000473.0	NaN	-41.182	3	12	1
1700000474.0	NaN	-41.582	3	12	1
1700000475.0	NaN	-40.734	3	12	1
1700000476.0	NaN	-39.680	3	12	1
1700000477.0	NaN	-39.693	3	12	1
1700000478.0	NaN	-37.605	3	12	1
1700000479.0	NaN	-37.607	3	12	1
1700000480.0	NaN	-35.774	3	12	1
1700000481.0	NaN	-35.742	3	12	1
1700000482.0	NaN	-34.260	3	12	1
1700000483.0	NaN	-35.651	3	12	1
1700000484.0	NaN	-36.811	3	12	1
1700000485.0	NaN	-39.194	3	12	1
1700000486.0	NaN	-36.744	3	12	1
1700000487.0	NaN	-35.711	3	12	1
1700000488.0	NaN	-35.290	3	12	1
1700000489.0	NaN	-34.035	3	12	1
1700000490.0	NaN	-35.743	3	12	1
1700000491.0	NaN	-35.551	3	12	1
1700000492.0	NaN	-36.601	3	12	1
1700000493.0	NaN	-40.426	3	12	1
1700000494.0	NaN	-40.982	3	12	1
1700000495.0	NaN	-42.779	3	12	1
1700000496.0	NaN	-39.869	3	12	1
1700000497.0	NaN	-41.410	3	12	1
1700000498.0	NaN	-42.691	3	12	1
1700000499.0	NaN	-40.695	3	12	1
1700000500.0	NaN	-40.728	3	12	1
1700000501.0	NaN	-43.471	3	12	1
1700000502.0	NaN	-43.015	3	12	1
1700000503.0	NaN	-44.570	3	12	1
1700000504.0	NaN	-41.088	3	12	1
1700000505.0	NaN	-43.266	3	12	1
1700000506.0	NaN	-44.798	3	12	1
1700000507.0	NaN	-50.422	3	12	1
1700000508.0	NaN	-51.813	3	12	1
1700000509.0	NaN	-47.988	3	12	1
1700000510.0	NaN	-48.255	3	12	1
1700000511.0	NaN	-50.232	3	12	1
1700000512.0	NaN	-49.652	3	12	1
1700000513.0	NaN	-50.259	3	12	1
1700000514.0	NaN	-50.354	3	12	1
1700000515.0	NaN	-45.267	3	12	1
1700000516.0	NaN	-41.152	3	12	1
1700000517.0	NaN	-37.891	3	12	1
1700000518.0	NaN	-34.496	3	12	1
1700000519.0	NaN	-36.394	3	12	1
1700000520.0	NaN	-40.409	3	12	1
1700000521.0	NaN	-38.898	3	12	1
1700000522.0	NaN	-38.100	3	12	1
1700000523.0	NaN	-38.021	3	12	1
1700000524.0	NaN	-38.276	3	12	1
1700000525.0	NaN	-36.814	3	12	1
1700000526.0	NaN	-35.666	3	12	1
1700000527.0	NaN	-35.143	3	12	1
1700000528.0	NaN	-34.144	3	12	1
1700000529.0	NaN	-34.569	3	12	1
1700000530.0	NaN	-35.338	3	12	1
1700000531.0	NaN	-32.489	3	12	1
1700000532.0	NaN	-33.004	3	12	1
1700000533.0	NaN	-28.932	3	12	1
1700000534.0	NaN	-27.615	3	12	1
1700000535.0	NaN	-27.493	3	12	1
1700000536.0	NaN	-25.204	3	12	1
1700000537.0	NaN	-26.223	3	12	1
1700000538.0	NaN	-26.618	3	12	1
1700000539.0	NaN	-27.323	3	12	1
1700000540.0	NaN	-27.332	3	12	1
1700000541.0	NaN	-25.938	3	12	1
1700000542.0	NaN	-21.681	3	12	1
1700000543.0	NaN	-20.617	3	12	1
1700000544.0	NaN	-22.805	3	12	1
1700000545.0	NaN	-24.500	3	12	1
1700000546.0	NaN	-28.214	3	12	1
1700000547.0	NaN	-26.730	3	12	1
1700000548.0	NaN	-24.936	3	12	1
1700000549.0	NaN	-24.263	3	12	1
1700000550.0	NaN	-23.530	3	12	1
1700000551.0	NaN	-22.457	3	12	1
1700000552.0	NaN	-21.589	3	12	1
1700000553.0	NaN	-20.274	3	12	1
1700000554.0	NaN	-19.817	3	12	1
1700000555.0	NaN	-21.842	3	12	1
1700000556.0	NaN	-19.920	3	12	1
1700000557.0	NaN	-17.188	3	12	1
1700000558.0	NaN	-20.550	3	12	1
1700000559.0	NaN	-21.031	3	12	1
1700000560.0	NaN	-23.361	3	12	1
1700000561.0	NaN	-22.326	3	12	1
1700000562.0	NaN	-22.921	3	12	1
1700000563.0	NaN	-20.011	3	12	1
1700000564.0	NaN	-17.741	3	12	1
1700000565.0	NaN	-18.699	3	12	1
1700000566.0	NaN	-19.684	3	12	1
1700000567.0	NaN	-20.889	3	12	1
1700000568.0	NaN	-19.718	3	12	1
1700000569.0	NaN	-21.635	3	12	1
1700000570.0	NaN	-20.746	3	12	1
1700000571.0	NaN	-23.614	3	12	1
1700000572.0	NaN	-21.479	3	12	1
1700000573.0	NaN	-20.510	3	12	1
1700000574.0	NaN	-22.892	3	12	1
1700000575.0	NaN	-24.504	3	12	1
1700000576.0	NaN	-24.226	3	12	1
1700000577.0	NaN	-23.658	3	12	1
1700000578.0	NaN	-29.519	3	12	1
1700000579.0	NaN	-29.111	3	12	1
1700000580.0	NaN	-26.021	3	12	1
1700000581.0	NaN	-26.944	3	12	1
1700000582.0	NaN	-29.725	3	12	1
1700000583.0	NaN	-27.239	3	12	1
1700000584.0	NaN	-26.754	3	12	1
1700000585.0	NaN	-26.364	3	12	1
1700000586.0	NaN	-25.108	3	12	1
1700000587.0	NaN	-27.633	3	12	1
1700000588.0	NaN	-29.016	3	12	1
1700000589.0	NaN	-31.338	3	12	1
1700000590.0	NaN	-33.673	3	12	1
1700000591.0	NaN	-34.339	3	12	1
1700000592.0	NaN	-36.510	3	12	1
1700000593.0	NaN	-33.224	3	12	1
1700000594.0	NaN	-32.206	3	12	1
1700000595.0	NaN	-30.522	3	12	1
1700000596.0	NaN	-33.928	3	12	1
1700000597.0	NaN	-34.384	3	12	1
1700000598.0	NaN	-34.706	3	12	1
1700000599.0	NaN	-34.387	3	12	1
1700000600.0	NaN	-33.484	3	12	1
1700000601.0	NaN	-35.132	3	12	1
1700000602.0	NaN	-37.022	3	12	1
1700000603.0	NaN	-35.080	3	12	1
1700000604.0	NaN	-30.477	3	12	1
1700000605.0	NaN	-26.233	3	12	1
1700000606.0	NaN	-26.824	3	12	1
1700000607.0	NaN	-28.443	3	12	1
1700000608.0	NaN	-28.069	3	12	1
1700000609.0	NaN	-27.116	3	12	1
1700000610.0	NaN	-23.511	3	12	1
1700000611.0	NaN	-24.000	3	12	1
1700000612.0	NaN	-25.536	3	12	1
1700000613.0	NaN	-23.414	3	12	1
1700000614.0	NaN	-24.906	3	12	1
1700000615.0	NaN	-26.675	3	12	1
1700000616.0	NaN	-25.594	3	12	1
1700000617.0	NaN	-26.001	3	12	1
1700000618.0	NaN	-28.168	3	12	1
1700000619.0	NaN	-28.719	3	12	1
1700000620.0	NaN	-29.578	3	12	1
1700000621.0	NaN	-30.048	3	12	1
1700000622.0	NaN	-31.572	3	12	1
1700000623.0	NaN	-30.396	3	12	1
1700000624.0	NaN	-31.137	3	12	1
1700000625.0	NaN	-32.378	3	12	1
1700000626.0	NaN	-30.225	3	12	1
1700000627.0	NaN	-32.130	3	12	1
1700000628.0	NaN	-30.602	3	12	1
1700000629.0	NaN	-29.412	3	12	1
1700000630.0	NaN	-30.030	3	12	1
1700000631.0	NaN	-29.602	3	12	1
1700000632.0	NaN	-32.647	3	12	1
1700000633.0	NaN	-32.156	3	12	1
